TimeStamp,Oz,Pz,Cz,C3,C4,Fz,Fp1,Fp2
10.0,0.02930929835494148,0.025650812724281092,0.034077050332847234,0.022632576384101863,0.026254536286266793,0.020322109480029885,-0.01246206834686212,-0.00041944983121456117
10.004,0.029738070353154535,0.025754620179809316,0.033940674897472524,0.022854019573570437,0.025539566608641515,0.020776773737476665,-0.011974120853788926,8.833408882222678e-05
10.008,0.029688526969464214,0.026036860110572557,0.0345656653979817,0.023131014295280805,0.026020695329945973,0.02071058873597314,-0.012130904920751171,-7.321835000626768e-05
10.012,0.02920215303910688,0.025782705890101516,0.03435924257989181,0.022681118409700274,0.026882292442458388,0.020205570471618774,-0.012603259837821734,-0.0005703211170626593
10.016,0.02925508196682224,0.025665308574754485,0.03413002694428125,0.02262923852379549,0.026499535232754633,0.02026178957592184,-0.012528825552989599,-0.0004927397067987985
10.02,0.02932813342381316,0.02567308102089647,0.03409698212724815,0.022660280624644768,0.02626388229512464,0.02033689143281525,-0.012456107882029312,-0.00041296484547646335
10.024,0.029774166928182036,0.025782038318040244,0.03396966659841932,0.022878719739837603,0.025551487538307136,0.02079556112262968,-0.011968112705237453,9.715557677478624e-05
10.028,0.029718853814533555,0.026065374974332724,0.03459623066164435,0.023147036024751398,0.02605111754245264,0.020720316214580283,-0.012133050688090985,-7.154941985308076e-05
10.032,0.029231097056335007,0.025812222111953595,0.03438852038315057,0.02269160882780602,0.026918055231455254,0.020214439643289995,-0.012606931484158746,-0.0005717993123411963
10.036,0.029300810653019562,0.025700499159127397,0.03416426385428091,0.022651363769254883,0.02651136079498293,0.02028267504469601,-0.01251385286532958,-0.00047757628426412863
10.04,0.029381634556152468,0.025709845167985242,0.0341340323766489,0.022692753237053918,0.026251007691085772,0.020358778259681333,-0.012435270096973804,-0.00039241316273293296
10.044,0.02979448019233225,0.02580287610309575,0.03398907387191495,0.02289226191593775,0.025583101843780365,0.020784593867337314,-0.011978269337312561,8.590221917044012e-05
10.048,0.029723908288711774,0.026075531606407833,0.034603144800850416,0.02314670223872076,0.02607934630390083,0.02070524815948294,-0.012143874892227367,-8.885860972756231e-05
10.052,0.02922189409863315,0.025808979619084547,0.03438141550906986,0.022689224641872896,0.02692716282171979,0.02020437837865221,-0.012617994106888443,-0.0005832434048201923
10.056,0.02928378756545705,0.02568633709468464,0.03414452279475464,0.022638966002402637,0.026511837632169556,0.020264889017634905,-0.012537790092098145,-0.0004964113531358098
10.06,0.029367949328896338,0.025694157224545287,0.034113623745061356,0.022680975358544284,0.02625334419330023,0.02034413935805195,-0.012450385835789814,-0.00041234495713385105
10.064,0.029794146406301614,0.02580020581485065,0.033985497593015265,0.022892595701968388,0.025589109992331834,0.020783830927838712,-0.011976743458315363,8.013248921227961e-05
10.068,0.029711176735828893,0.026060558918747808,0.03459742275461092,0.023147465178219362,0.026088167791853387,0.020698238652839554,-0.012151075133745403,-9.329319556317328e-05
10.072,0.029213549447867214,0.02579171811292873,0.03437164034674405,0.02269184724639933,0.02692430179860004,0.020195032369794363,-0.012617517269701818,-0.0005851507535666917
10.076,0.029274155454287232,0.025670172314058055,0.034141280301885596,0.022650505462318955,0.026510121018297708,0.02026426912929229,-0.01252963617620686,-0.0004934549625787357
10.08,0.029364325366277987,0.02568805370855649,0.03411948884245684,0.022703672808627628,0.026260162965068966,0.02035467745987636,-0.012436986710845654,-0.0004002809763122428
10.084,0.029780318127889494,0.025787045108499804,0.0339831610908008,0.022910381729029494,0.025593115424699484,0.02079184179257401,-0.011961389300906042,9.396076762439985e-05
10.088,0.029711415154422206,0.02605674422125481,0.03460777012156067,0.023173500488609076,0.026103569632981372,0.020713783545123526,-0.012129331358035312,-7.822514046582845e-05
10.092,0.029224325968284937,0.025791670429210066,0.03438413348103363,0.02271521226854395,0.02693760555610687,0.020211006415546295,-0.012605691707473523,-0.0005746603354609453
10.096,0.02928173716555457,0.025667311290938306,0.03414733613415573,0.022669292847471975,0.026523520143241865,0.020275045649710013,-0.012523580343936726,-0.00048401358628356395
10.1,0.02936031993391034,0.025679756741509217,0.03412268365160723,0.02271378175698407,0.026266028062464454,0.02035858752480668,-0.012437034394564318,-0.00039556028816465684
10.104,0.02978384672307052,0.025788570987497005,0.03399784767614885,0.022923399384224354,0.02559511814088331,0.020803571987364978,-0.011961627719499355,0.00010387898110619644
10.108,0.029705120903558757,0.026058699253719977,0.03461740223273049,0.023185516785712023,0.026112343437215267,0.020718265814677797,-0.012137485273926595,-7.884502880844074e-05
10.112,0.029227759196028637,0.02580444966581161,0.0343970080850725,0.022736050053599452,0.026949955639240453,0.020225931419487652,-0.012599254405454086,-0.0005640745499178738
10.116,0.02927758868203093,0.025678755383417302,0.034162022719503776,0.022687841814031683,0.026529528291793336,0.020292545574459146,-0.012513376028142955,-0.0004671335498770448
10.12,0.029360462985066324,0.025691677671174837,0.03413684571604999,0.022732855244449065,0.026272036211015926,0.020376802705335754,-0.012426400925302583,-0.00037639143326233845
10.124,0.02977793394195637,0.025797726261480202,0.03400838577797326,0.02294409411812387,0.025605227089239756,0.02081492071240665,-0.011951471087424247,0.00011756420836232924
10.128,0.02969424901570371,0.026063419941867557,0.03462479320912318,0.02319886822693752,0.026127316124875285,0.020720602316892257,-0.012133718260152259,-7.288456397563029e-05
10.132,0.029214121652491164,0.025797392475449564,0.03439033236445974,0.022738005086064616,0.02694313686747172,0.020220638526716118,-0.012600971019325936,-0.0005634069778565991
10.136,0.02927725489600029,0.025676466564921504,0.034161975035785115,0.02268993989765283,0.026528145463952123,0.02028367640278792,-0.012521100790566276,-0.0004785776423560408
10.14,0.029365469775525888,0.025691486936300186,0.034137274869517946,0.022731138630577217,0.026273800508606435,0.020367647431352557,-0.012440753724619991,-0.0003933191533875201
10.144,0.02978871046237409,0.02579705868941893,0.03401143753596766,0.022942711290282657,0.02560460720089714,0.020809246349885815,-0.011957717654569032,0.00011003018081365683
10.148,0.029718949181970877,0.026072146062382794,0.03463652340391415,0.02319748539909631,0.026141001352131422,0.020715500158995374,-0.012141824492324881,-8.037090780564022e-05
10.152,0.029242684199969993,0.025811316121299006,0.03440749850317824,0.02274887697391966,0.02695849102488104,0.02022483469395842,-0.012598443782236825,-0.0005664110521323356
10.156,0.02928431208636234,0.025680662732163802,0.03417041505398838,0.022706295413154064,0.02653205552888245,0.020284868495754484,-0.012518335134883853,-0.00048143866547578986
10.16,0.029362942538436774,0.0256932512338907,0.03413961137173241,0.02274983064829291,0.026272036211015926,0.02036635997094867,-0.012435270096973804,-0.000395083450978032
10.164,0.029789568769310017,0.02580053960088129,0.034014727712555363,0.02296445506599275,0.025601793861496056,0.02081182127069359,-0.011951995608329534,0.00011293888765206833
10.168,0.02970149694094041,0.026063181523274248,0.03463714329225676,0.023215509844750726,0.02613885558479161,0.020714784903215436,-0.012135530241461434,-8.060932639895264e-05
10.172,0.029228665186683222,0.02580092107063059,0.03440292086618664,0.022759510443181395,0.026951290783363006,0.020221163047621404,-0.012598062312487526,-0.0005672693590682603
10.176,0.029291703062755026,0.025684715848250113,0.034174992690979976,0.022714973849950637,0.026548792514132977,0.020282770412133333,-0.012517429144229264,-0.0004806757259771901
10.18,0.029359986147879703,0.025686861615589928,0.03413398469293023,0.02274382249974144,0.026303459781614504,0.020350624343790046,-0.0124463327197035,-0.00040524008305314104
10.184,0.029802300322192898,0.02579748784288689,0.034004189610730956,0.02296250003352759,0.025577189062666216,0.020813967038033402,-0.011950898882800296,0.00011112690634289394
10.188,0.029719330651720176,0.026069189671825723,0.03463099209254931,0.023215080691282763,0.02610685980956908,0.020716692251961936,-0.012142682799260807,-8.704662841838792e-05
10.192,0.029233147456237497,0.025799204456758738,0.0343973895548218,0.022760273382679996,0.026925732310159912,0.020221544517370703,-0.012601686275105873,-0.0005714178425918965
10.196,0.029288794355916616,0.02568252239719164,0.034168841491272514,0.022717405719602422,0.026537110003060672,0.02028172137032276,-0.012521100790566276,-0.0004862547210607007
10.2,0.029358174166570526,0.02569091473167624,0.03413756097182992,0.022750355169198197,0.02630808510232476,0.020359016678274645,-0.012441087510650628,-0.00040061476234288016
10.204,0.029801155912944997,0.02580053960088129,0.034009768605814464,0.022972036777260087,0.025579477881162015,0.020823408414328573,-0.011941695925098438,0.00012052059891940323
10.208,0.02971689878206839,0.02607376730881732,0.03463771549688072,0.023222567035112773,0.026124502785474204,0.020727182670067682,-0.012132955320653659,-7.803440559117853e-05
10.212,0.029237772776947755,0.02581074391667506,0.03440301623362396,0.02276404039645433,0.026940609630382608,0.020234848274877537,-0.01259028986634554,-0.0005568743083998389
10.216,0.029290320234913816,0.02569191608976815,0.03417647088625851,0.02272312776584192,0.0265368239007487,0.020297409313762716,-0.012511659414271105,-0.00046927931721685653
10.22,0.029384066425804253,0.02571165714929442,0.03415343965014453,0.022775055335465366,0.02628677048008263,0.020380235933079454,-0.012429071213547681,-0.0003820181120645115
10.224,0.029824663986245604,0.02582671796242699,0.03403141701408723,0.022994305073875464,0.02560742054029823,0.020833135892935718,-0.011938834901978689,0.00012571812425361394
10.228,0.029725767953739612,0.026087214117480138,0.034659077802841505,0.023239971592424583,0.026165844569554574,0.020731092734998003,-0.012132716902060347,-7.617474056334167e-05
10.232,0.02924611742771369,0.02581861173025437,0.03442361560008616,0.02278592722332041,0.026970030484797358,0.02024715067429246,-0.012590432917501528,-0.0005547285410600272
10.236,0.029292609053409614,0.025691486936300186,0.03418982232748401,0.02273848192325124,0.026546789797949156,0.02030761362955649,-0.012509561330649956,-0.00047118666596335587
10.24,0.029376913868004884,0.025703121763653834,0.03416030610563193,0.022781397270047476,0.026290251391544995,0.020386244081630922,-0.012428546692642395,-0.00038373472593636093
10.244,0.029821230758501908,0.025821615804530105,0.03404400551581413,0.023009277761535486,0.025616861916593403,0.02084367399476013,-0.011932922120864541,0.00013148785421177443
10.248,0.02971189199160883,0.026079823141087453,0.03466537205370495,0.02325222630812084,0.026174284587757835,0.020734001441836417,-0.012131334074219135,-7.507801503410454e-05
10.252,0.0292239921822543,0.02580187474500384,0.03441255297735646,0.022790790962623986,0.02695810955513174,0.020237900032871937,-0.012596870219520962,-0.0005625486709206744
10.256,0.029280592756306668,0.025679709057790552,0.03418438638355648,0.022746111318237238,0.02653625169612475,0.020298649090447943,-0.012517858297697228,-0.0004775286005454662
10.26,0.02936499293833926,0.02569229755951745,0.03415811265457345,0.022782350944420725,0.02628081001524982,0.020380665086547414,-0.01243536546441113,-0.00039031507911178366
10.264,0.029800869810633027,0.025806595433151426,0.03403365814886437,0.02299788135277515,0.025604273414866506,0.020833755781278333,-0.011948562380585835,0.00011899471992220374
