TimeStamp,ch1,ch2
340682.9921,13243.53,12643.82
340682.9961,13475.32,12902.6
340683.0001,13881.49,13334.66
340683.0041,13781.17,13217.16
340683.0081,13585.0,13006.97
340683.0121,13235.71,12645.39
340683.0161,13472.42,12906.12
340683.0201,13887.65,13341.09
340683.0241,13787.32,13220.45
340683.0281,13594.1,13006.55
340683.0321,13248.64,12644.67
340683.0361,13476.8,12901.4
340683.0401,13886.41,13334.18
340683.0441,13782.69,13216.12
340683.0481,13587.43,13006.07
340683.0521,13246.39,12645.96
340683.0561,13475.32,12900.97
340683.0601,13884.93,13332.03
340683.0641,13781.55,13212.59
340683.0681,13582.8,12993.86
340683.0721,13242.15,12636.38
340683.076,13473.51,12900.12
340683.08,13883.97,13337.14
340683.084,13784.51,13216.21
340683.088,13587.48,13006.4
340683.092,13230.9,12641.34
340683.096,13464.79,12897.73
340683.1,13884.74,13337.33
340683.104,13775.49,13217.26
340683.108,13567.26,12999.25
340683.112,13227.27,12633.23
340683.116,13474.04,12903.12
340683.12,13898.18,13353.73
340683.124,13799.34,13234.66
340683.128,13601.83,13019.56
340683.132,13248.87,12647.68
340683.136,13478.09,12905.03
340683.14,13898.33,13350.73
340683.144,13797.81,13236.19
340683.148,13597.63,13024.76
340683.152,13241.67,12651.64
340683.156,13472.61,12906.7
340683.16,13897.85,13352.68
340683.164,13795.33,13234.52
340683.168,13595.58,13019.42
340683.172,13267.38,12673.57
340683.176,13469.08,12896.25
340683.18,13691.33,13124.75
340683.184,13648.51,13080.26
340683.188,13591.48,13023.85
340683.192,13509.66,12943.46
340683.196,13613.75,13046.41
340683.2,13711.84,13135.67
340683.204,13652.61,13075.64
340683.208,13589.86,13016.61
340683.212,13506.13,12936.31
340683.216,13610.56,13039.73
340683.22,13701.11,13126.18
340683.224,13641.26,13062.67
340683.228,13583.61,13005.64
340683.232,13505.37,12932.11
340683.236,13602.21,13032.44
340683.24,13693.38,13116.74
340683.244,13635.97,13057.95
340683.248,13586.0,13007.69
340683.252,13511.85,12938.74
340683.256,13607.93,13037.73
340683.26,13696.58,13116.74
340683.264,13630.58,13054.13
340683.268,13573.98,13000.39
340683.272,13508.27,12937.93
340683.276,13601.83,13033.34
340683.28,13688.28,13114.12
340683.284,13630.3,13056.95
340683.288,13577.84,13005.88
340683.292,13507.03,12937.98
340683.296,13600.92,13032.77
340683.3,13685.61,13109.35
340683.304,13630.39,13050.56
340683.308,13576.37,12999.92
340683.312,13501.46,12930.92
340683.316,13590.24,13021.66
340683.32,13675.55,13101.15
340683.324,13622.91,13050.8
340683.328,13570.88,13001.73
340683.332,13503.6,12935.64
340683.336,13594.1,13025.09
340683.3399,13681.56,13098.67
340683.3439,13624.86,13032.39
340683.3479,13570.02,12986.23
340683.3519,13505.6,12935.59
340683.3559,13602.54,13037.4
340683.3599,13685.13,13113.31
340683.3639,13626.15,13054.28
340683.3679,13576.27,13009.69
340683.3719,13503.7,12947.37
340683.3759,13596.49,13038.92
340683.3799,13675.79,13108.06
340683.3839,13622.57,13051.56
340683.3879,13580.42,13012.94
340683.3919,13512.14,12948.47
340683.3959,13596.35,13035.44
340683.3999,13679.7,13108.78
340683.4039,13627.96,13056.71
340683.4079,13578.46,13014.84
340683.4119,13511.09,12952.62
340683.4159,13596.06,13035.16
340683.4199,13676.07,13106.35
340683.4239,13624.1,13052.66
340683.4279,13572.79,13002.78
340683.4319,13509.13,12949.66
340683.4359,13594.68,13039.16
340683.4399,13676.31,13112.59
340683.4439,13625.81,13059.86
340683.4479,13575.75,13011.55
340683.4519,13509.32,12951.76
340683.4559,13590.0,13032.58
340683.4599,13670.02,13105.73
340683.4639,13624.24,13060.38
340683.4679,13578.18,13015.41
340683.4719,13509.08,12954.86
340683.4759,13587.43,13037.4
340683.4799,13667.63,13109.59
340683.4839,13619.71,13059.76
340683.4879,13568.93,13014.94
340683.4919,13503.55,12950.23
340683.4959,13585.0,13026.67
340683.4999,13673.26,13106.82
340683.5039,13624.24,13057.9
340683.5079,13577.37,13011.65
340683.5119,13511.37,12954.95
340683.5159,13590.39,13033.96
340683.5199,13669.78,13103.58
340683.5239,13623.1,13055.09
340683.5279,13578.8,13014.37
340683.5319,13513.76,12957.77
340683.5359,13588.0,13033.34
340683.5399,13666.11,13102.44
340683.5439,13619.23,13054.8
340683.5479,13575.84,13017.99
340683.5519,13517.72,12965.54
340683.5559,13594.39,13040.5
340683.5599,13669.68,13107.73
340683.5639,13620.81,13059.95
340683.5679,13578.04,13021.61
340683.5719,13515.62,12963.2
340683.5759,13587.52,13038.11
340683.5799,13661.91,13105.35
340683.5839,13618.85,13059.9
340683.5879,13579.47,13022.71
340683.5919,13518.38,12968.35
340683.5959,13590.48,13040.35
340683.5999,13658.43,13104.06
340683.6039,13621.14,13065.53
340683.6079,13583.09,13025.0
340683.6119,13522.53,12967.78
340683.6159,13594.82,13041.31
340683.6199,13666.77,13108.02
340683.6239,13621.52,13064.77
340683.6279,13579.85,13025.33
340683.6319,13521.39,12970.4
340683.6359,13592.2,13041.69
340683.6399,13663.1,13108.21
340683.6439,13616.04,13062.67
340683.6479,13578.8,13023.47
340683.6519,13523.25,12974.07
340683.6559,13592.01,13047.12
340683.6599,13659.86,13105.06
340683.6639,13616.71,13056.47
340683.6679,13581.18,13024.0
340683.6719,13523.63,12973.5
340683.6759,13596.01,13048.36
340683.6799,13666.54,13112.83
340683.6839,13624.15,13068.96
340683.6879,13583.18,13030.91
340683.6919,13524.68,12978.51
340683.6959,13591.96,13047.98
340683.6999,13665.2,13110.78
340683.7039,13626.43,13067.53
340683.7079,13588.0,13030.24
340683.7119,13528.44,12970.45
340683.7159,13591.67,13037.35
340683.7199,13669.21,13109.3
340683.7239,13629.15,13069.2
340683.7279,13586.67,13033.58
340683.7319,13519.29,12981.08
340683.7358,13580.85,13038.06
340683.7398,13666.92,13100.2
340683.7438,13641.07,13076.12
340683.7478,13598.4,13042.17
340683.7518,13540.75,12988.76
340683.7558,13617.61,13057.71
340683.7598,13693.81,13120.8
340683.7638,13646.99,13072.92
340683.7678,13605.93,13034.44
340683.7718,13555.34,12991.0
340683.7758,13622.09,13058.52
340683.7798,13688.28,13117.27
340683.7838,13647.37,13076.26
340683.7878,13606.6,13042.02
340683.7918,13550.43,12988.62
340683.7958,13617.85,13052.37
340683.7998,13688.57,13113.45
340683.8038,13648.51,13074.49
340683.8078,13609.98,13042.5
340683.8118,13552.0,12988.86
340683.8158,13619.47,13052.23
340683.8198,13691.38,13116.5
340683.8238,13643.98,13068.87
340683.8278,13599.06,13029.96
340683.8318,13543.85,12975.69
340683.8358,13609.22,13035.92
340683.8398,13683.18,13107.21
340683.8438,13646.22,13073.35
340683.8478,13604.55,13041.4
340683.8518,13547.76,12991.67
340683.8558,13614.61,13053.61
340683.8598,13683.99,13116.5
340683.8638,13642.41,13077.64
340683.8678,13603.12,13041.64
340683.8718,13546.56,12990.29
340683.8758,13610.6,13054.09
340683.8798,13680.94,13116.03
340683.8838,13636.88,13072.87
340683.8878,13598.63,13040.35
340683.8918,13545.56,12991.14
340683.8958,13611.27,13052.32
340683.8998,13684.42,13117.46
340683.9038,13642.69,13075.59
340683.9078,13603.21,13040.35
340683.9118,13546.28,12991.48
340683.9158,13609.03,13055.95
340683.9198,13679.79,13114.02
340683.9238,13639.74,13074.88
340683.9278,13602.12,13041.88
340683.9318,13544.51,12984.66
340683.9358,13607.22,13049.08
340683.9398,13677.12,13112.45
340683.9438,13636.35,13067.63
340683.9478,13605.41,13037.87
340683.9518,13550.81,12989.81
340683.9558,13608.98,13051.75
340683.9598,13678.6,13114.88
340683.9638,13635.21,13072.68
340683.9678,13596.49,13037.02
340683.9718,13543.04,12986.38
340683.9758,13607.41,13050.51
340683.9798,13678.7,13112.21
340683.9838,13636.54,13074.16
340683.9878,13597.73,13038.68
340683.9918,13544.37,12984.13
340683.9958,13611.6,13051.23
340683.9997,13686.23,13114.98
340684.0037,13645.75,13071.78
340684.0077,13607.17,13038.16
340684.0117,13548.33,12989.24
340684.0157,13609.32,13050.94
340684.0197,13682.46,13114.17
340684.0237,13641.12,13073.64
340684.0277,13605.31,13039.4
340684.0317,13551.71,12989.62
340684.0357,13605.17,13047.03
340684.0397,13682.18,13108.92
340684.0437,13646.22,13072.06
340684.0477,13601.59,13037.92
340684.0517,13544.23,12987.52
340684.0557,13612.32,13052.18
340684.0597,13699.2,13128.23
340684.0637,13662.24,13096.67
340684.0677,13622.76,13057.61
340684.0717,13564.11,13003.78
340684.0757,13622.09,13063.48
340684.0797,13693.81,13129.43
340684.0837,13658.67,13093.66
340684.0877,13624.24,13057.42
340684.0917,13568.26,13004.35
340684.0957,13622.81,13059.19
340684.0997,13692.52,13122.04
340684.1037,13659.53,13087.42
340684.1077,13621.81,13052.04
340684.1117,13568.74,13005.26
340684.1157,13630.34,13068.25
340684.1197,13699.1,13130.62
340684.1237,13662.53,13091.57
340684.1277,13625.34,13057.52
340684.1317,13569.07,13007.5
340684.1357,13624.38,13061.72
340684.1397,13694.19,13124.28
340684.1437,13656.76,13088.28
340684.1477,13621.47,13055.85
340684.1517,13566.83,13005.69
340684.1557,13618.42,13061.67
340684.1597,13688.04,13121.89
340684.1637,13656.81,13084.32
340684.1677,13625.77,13054.66
340684.1717,13569.4,13004.97
340684.1757,13625.05,13060.71
340684.1797,13692.14,13121.75
340684.1837,13657.14,13087.51
340684.1877,13624.24,13059.38
340684.1917,13571.31,13013.94
340684.1957,13626.15,13064.05
340684.1997,13694.19,13126.9
340684.2037,13661.2,13095.33
340684.2077,13624.91,13058.0
340684.2117,13575.94,13014.84
340684.2157,13630.77,13070.82
340684.2197,13700.68,13131.14
340684.2237,13662.53,13093.14
340684.2277,13622.29,13061.52
340684.2317,13571.07,13013.65
340684.2357,13625.15,13063.29
340684.2397,13693.53,13124.23
340684.2437,13658.19,13087.89
340684.2477,13620.19,13051.42
340684.2517,13567.83,13002.25
340684.2557,13619.09,13054.32
340684.2597,13686.75,13112.98
340684.2636,13656.09,13085.8
340684.2676,13620.19,13056.42
340684.2716,13566.64,13007.02
340684.2756,13618.04,13057.42
340684.2796,13686.94,13120.41
340684.2836,13654.38,13088.18
340684.2876,13621.76,13055.85
340684.2916,13569.12,13007.55
340684.2956,13618.38,13057.0
340684.2996,13682.8,13119.99
340684.3036,13656.14,13088.51
340684.3076,13624.72,13057.28
340684.3116,13564.83,13005.26
340684.3156,13612.51,13055.9
340684.3196,13687.37,13123.42
340684.3236,13656.71,13089.13
340684.3276,13624.43,13058.19
340684.3316,13571.17,13011.12
340684.3356,13624.62,13061.48
340684.3396,13693.48,13124.61
340684.3436,13659.48,13092.47
340684.3476,13621.24,13062.91
340684.3516,13568.36,13014.51
340684.3556,13620.66,13063.15
340684.3596,13686.04,13118.08
340684.3636,13659.43,13090.18
340684.3676,13629.49,13063.96
340684.3716,13574.41,13017.08
340684.3756,13625.24,13064.48
340684.3796,13693.48,13123.8
340684.3836,13658.19,13091.61
340684.3876,13622.48,13062.91
340684.3916,13574.13,13018.61
340684.3956,13626.29,13065.15
340684.3996,13691.71,13121.32
340684.4036,13658.62,13092.42
340684.4076,13625.29,13062.67
340684.4116,13571.93,13013.75
340684.4156,13622.0,13065.29
340684.4196,13695.24,13127.95
340684.4236,13663.48,13096.05
340684.4276,13629.87,13065.01
340684.4316,13577.22,13020.18
340684.4356,13621.28,13067.87
340684.4396,13684.99,13124.37
340684.4436,13656.9,13094.28
340684.4476,13628.39,13064.1
340684.4516,13577.89,13019.52
340684.4556,13624.53,13062.0
340684.4596,13692.43,13121.18
340684.4636,13662.2,13094.19
340684.4676,13629.1,13066.67
340684.4716,13580.28,13024.95
340684.4756,13629.82,13070.78
340684.4796,13693.48,13126.71
340684.4836,13662.67,13097.53
340684.4876,13633.73,13068.49
340684.4916,13581.99,13023.09
340684.4956,13629.01,13067.87
340684.4996,13698.05,13123.9
340684.5036,13662.15,13089.8
340684.5076,13632.44,13066.48
340684.5116,13585.86,13029.77
340684.5156,13630.82,13074.92
340684.5196,13695.1,13127.9
340684.5236,13661.72,13096.76
340684.5276,13620.52,13063.81
340684.5316,13562.16,13016.7
340684.5356,13626.1,13068.15
340684.5396,13708.74,13130.24
340684.5436,13665.15,13091.23
340684.5476,13624.72,13060.48
340684.5516,13579.7,13023.62
340684.5556,13623.95,13064.77
340684.5596,13684.56,13116.5
340684.5636,13655.71,13086.7
340684.5676,13621.95,13054.13
340684.5716,13578.37,13020.71
340684.5756,13625.29,13065.82
340684.5796,13683.94,13111.83
340684.5836,13651.32,13079.55
340684.5876,13622.19,13054.99
340684.5916,13575.08,13015.32
340684.5956,13618.57,13058.14
340684.5996,13677.07,13109.73
340684.6036,13648.46,13079.22
340684.6076,13619.71,13053.23
340684.6116,13573.12,13013.98
340684.6156,13617.95,13051.94
340684.6196,13675.83,13099.96
340684.6236,13650.23,13078.17
340684.6276,13621.86,13061.48
340684.6316,13573.89,13022.14
340684.6356,13618.52,13063.48
340684.6396,13675.98,13112.02
340684.6436,13646.99,13080.55
340684.6476,13617.52,13054.66
340684.6516,13571.65,13015.56
340684.6556,13611.46,13055.9
340684.6595,13671.54,13106.49
340684.6635,13648.56,13081.55
340684.6675,13620.57,13059.28
340684.6715,13571.79,13019.23
340684.6755,13620.57,13060.19
340684.6795,13684.08,13113.79
340684.6835,13651.09,13085.22
340684.6875,13616.75,13056.95
340684.6915,13573.03,13019.8
340684.6955,13617.42,13065.1
340684.6995,13675.26,13109.59
340684.7035,13649.27,13076.93
340684.7075,13622.19,13057.19
340684.7115,13578.27,13023.43
340684.7155,13623.67,13068.49
340684.7195,13675.02,13112.4
340684.7235,13645.41,13082.55
340684.7275,13621.0,13059.33
340684.7315,13580.61,13024.76
340684.7355,13625.91,13066.2
340684.7395,13677.65,13109.4
340684.7435,13645.03,13077.07
340684.7475,13619.85,13056.38
340684.7515,13581.47,13023.81
340684.7555,13626.53,13063.15
340684.7595,13675.45,13097.53
340684.7635,13638.07,13063.1
340684.7675,13612.7,13050.22
340684.7715,13582.33,13026.86
340684.7755,13628.96,13066.25
340684.7795,13677.17,13106.3
340684.7835,13643.98,13078.21
340684.7875,13619.04,13057.23
340684.7915,13574.65,13023.04
340684.7955,13617.33,13061.14
340684.7995,13671.64,13103.53
340684.8035,13639.59,13075.26
340684.8075,13610.13,13054.04
340684.8115,13573.46,13022.9
340684.8155,13620.62,13064.67
340684.8195,13671.5,13099.82
340684.8235,13644.36,13073.73
340684.8275,13619.09,13057.85
340684.8315,13574.51,13023.9
340684.8355,13619.95,13062.05
340684.8395,13676.5,13106.06
340684.8435,13646.51,13080.65
340684.8475,13618.28,13057.66
340684.8515,13571.69,13016.89
340684.8555,13613.7,13059.28
340684.8595,13674.98,13110.07
340684.8635,13648.42,13082.55
340684.8675,13621.05,13059.43
340684.8715,13571.74,13016.18
340684.8755,13608.74,13051.42
340684.8795,13678.27,13109.83
340684.8835,13653.23,13082.32
340684.8875,13619.95,13057.95
340684.8915,13574.27,13017.7
340684.8955,13614.94,13057.61
340684.8995,13674.17,13109.59
340684.9035,13647.32,13080.55
340684.9075,13617.37,13056.14
340684.9115,13566.3,13014.75
340684.9155,13608.89,13057.04
340684.9195,13669.68,13109.73
340684.9234,13641.17,13078.69
340684.9274,13616.47,13056.85
340684.9314,13571.12,13015.61
340684.9354,13614.32,13056.47
340684.9394,13676.17,13110.07
340684.9434,13645.7,13081.6
340684.9474,13617.42,13055.8
340684.9514,13568.26,13014.7
340684.9554,13612.56,13057.04
340684.9594,13678.22,13109.64
340684.9634,13643.74,13075.97
340684.9674,13616.61,13056.23
340684.9714,13567.88,13020.04
340684.9754,13609.79,13059.71
340684.9794,13674.55,13111.26
340684.9834,13644.98,13080.6
340684.9874,13614.08,13056.57
340684.9914,13569.98,13014.08
340684.9954,13610.65,13053.66
340684.9994,13672.31,13107.59
340685.0034,13644.41,13079.74
340685.0074,13618.18,13056.04
340685.0114,13574.03,13022.85
340685.0154,13611.37,13062.0
340685.0194,13673.31,13107.4
340685.0234,13652.09,13083.65
340685.0274,13621.52,13062.96
340685.0314,13575.7,13022.57
340685.0354,13620.09,13061.05
340685.0394,13682.18,13116.22
340685.0434,13656.28,13091.71
340685.0474,13626.82,13066.1
340685.0514,13578.18,13023.52
340685.0554,13619.09,13063.58
340685.0594,13677.74,13112.5
340685.0634,13649.89,13083.32
340685.0674,13624.62,13058.85
340685.0714,13582.04,13022.57
340685.0754,13624.81,13068.63
340685.0794,13686.61,13121.23
340685.0834,13656.67,13087.99
340685.0874,13631.2,13063.91
340685.0914,13584.42,13027.19
340685.0954,13625.1,13065.67
340685.0994,13689.52,13121.7
340685.1034,13657.0,13091.95
340685.1074,13624.77,13064.1
340685.1114,13575.56,13019.8
340685.1154,13612.08,13055.71
340685.1194,13678.22,13113.69
340685.1234,13650.32,13085.37
340685.1274,13621.14,13062.0
340685.1314,13578.85,13024.09
340685.1354,13621.86,13065.15
340685.1394,13687.8,13117.89
340685.1434,13656.81,13086.42
340685.1474,13625.58,13059.71
340685.1514,13578.08,13014.89
340685.1554,13614.32,13050.41
340685.1594,13679.32,13108.06
340685.1634,13653.28,13082.17
340685.1674,13627.44,13061.48
340685.1714,13577.65,13021.71
340685.1754,13618.61,13057.52
340685.1794,13684.23,13108.3
340685.1834,13647.22,13073.73
340685.1874,13617.42,13052.66
340685.1914,13578.7,13025.71
340685.1954,13620.33,13064.86
340685.1994,13681.89,13112.59
340685.2034,13646.37,13075.88
340685.2074,13623.19,13055.95
340685.2114,13578.75,13021.52
340685.2154,13616.71,13061.19
340685.2194,13678.31,13115.6
340685.2234,13645.84,13083.03
340685.2274,13616.28,13058.33
340685.2314,13575.98,13018.56
340685.2354,13616.85,13057.61
340685.2394,13676.65,13112.45
340685.2434,13648.08,13080.84
340685.2474,13616.37,13054.37
340685.2514,13574.27,13020.04
340685.2554,13614.8,13058.81
340685.2594,13676.5,13112.36
340685.2634,13649.27,13084.99
340685.2674,13621.38,13059.9
340685.2714,13574.32,13019.28
340685.2754,13614.04,13057.76
340685.2794,13676.26,13111.78
340685.2834,13650.85,13083.03
340685.2874,13624.57,13056.23
340685.2914,13577.13,13018.28
340685.2954,13613.65,13057.0
340685.2994,13673.59,13106.3
340685.3034,13645.79,13077.88
340685.3074,13622.57,13058.57
340685.3114,13575.22,13018.66
340685.3154,13613.13,13056.57
340685.3193,13674.31,13110.26
340685.3233,13641.6,13080.31
340685.3273,13613.99,13056.23
340685.3313,13574.51,13021.61
340685.3353,13616.56,13059.0
340685.3393,13678.98,13113.55
340685.3433,13646.99,13082.89
340685.3473,13612.7,13050.13
340685.3513,13567.54,13006.55
340685.3553,13612.65,13049.17
340685.3593,13677.26,13108.87
340685.3633,13650.8,13083.94
340685.3673,13622.09,13062.24
340685.3713,13575.7,13019.85
340685.3753,13611.08,13055.85
340685.3793,13673.26,13109.3
340685.3833,13645.7,13080.41
340685.3873,13616.09,13053.8
340685.3913,13574.65,13015.46
340685.3953,13616.04,13054.52
340685.3993,13678.12,13109.49
340685.4033,13647.32,13084.17
340685.4073,13621.76,13061.29
340685.4113,13581.9,13028.38
340685.4153,13614.99,13064.48
340685.4193,13675.93,13114.98
340685.4233,13650.09,13085.7
340685.4273,13625.19,13062.05
340685.4313,13581.99,13024.71
340685.4353,13620.09,13061.48
340685.4393,13682.13,13118.03
340685.4433,13656.19,13090.52
340685.4473,13629.87,13066.82
340685.4513,13582.8,13027.91
340685.4553,13621.28,13063.43
340685.4593,13683.23,13114.12
340685.4633,13652.99,13083.32
340685.4673,13636.26,13067.68
340685.4713,13591.48,13031.15
340685.4753,13622.05,13063.0
340685.4793,13686.04,13115.12
340685.4833,13659.05,13085.94
340685.4873,13627.34,13064.58
340685.4913,13581.85,13026.53
340685.4953,13622.24,13061.19
340685.4993,13687.76,13115.69
340685.5033,13658.57,13086.37
340685.5073,13632.97,13066.01
340685.5113,13591.2,13028.19
340685.5153,13625.67,13061.62
340685.5193,13683.37,13113.21
340685.5233,13654.9,13085.08
340685.5273,13628.68,13065.29
340685.5313,13584.19,13023.66
340685.5353,13622.48,13056.52
340685.5393,13688.14,13114.6
340685.5433,13659.24,13087.89
340685.5473,13628.39,13062.81
340685.5513,13581.61,13024.0
340685.5553,13615.8,13054.8
340685.5593,13681.32,13106.25
340685.5633,13661.2,13088.47
340685.5673,13632.25,13065.72
340685.5713,13583.8,13022.95
340685.5753,13618.42,13061.52
340685.5793,13681.08,13118.89
340685.5832,13654.14,13089.71
340685.5872,13626.24,13065.72
340685.5912,13579.27,13024.14
340685.5952,13614.61,13060.29
340685.5992,13679.36,13116.7
340685.6032,13652.85,13093.19
340685.6072,13628.68,13074.97
340685.6112,13583.8,13033.58
340685.6152,13619.09,13067.29
340685.6192,13681.22,13118.98
340685.6232,13654.14,13088.18
340685.6272,13623.14,13064.62
340685.6312,13575.27,13024.81
340685.6352,13614.18,13059.52
340685.6392,13682.56,13113.93
340685.6432,13657.76,13087.42
340685.6472,13628.25,13065.05
340685.6512,13581.42,13025.71
340685.6552,13616.37,13057.19
340685.6592,13680.84,13108.49
340685.6632,13652.76,13082.41
340685.6672,13625.29,13061.33
340685.6712,13581.04,13023.19
340685.6752,13617.18,13057.9
340685.6792,13683.85,13111.93
340685.6832,13650.37,13074.69
340685.6872,13619.62,13056.71
340685.6912,13577.08,13033.11
340685.6952,13618.38,13069.11
340685.6992,13682.99,13121.13
340685.7032,13654.23,13091.61
340685.7072,13626.96,13064.1
340685.7112,13578.46,13018.66
340685.7152,13619.09,13057.9
340685.7192,13687.42,13113.79
340685.7232,13659.1,13084.75
340685.7272,13629.72,13058.85
340685.7312,13581.85,13021.04
340685.7352,13615.66,13058.52
340685.7392,13681.22,13114.22
340685.7432,13652.04,13087.66
340685.7472,13624.1,13064.29
340685.7512,13579.37,13024.28
340685.7552,13608.41,13053.13
340685.7592,13677.03,13108.54
340685.7632,13660.86,13087.18
340685.7672,13630.2,13062.38
340685.7712,13580.99,13025.38
340685.7752,13617.37,13060.38
340685.7792,13683.32,13116.89
340685.7832,13654.9,13087.56
340685.7872,13628.63,13059.71
340685.7912,13582.99,13021.52
340685.7952,13617.23,13057.81
340685.7992,13684.89,13114.74
340685.8032,13658.57,13087.56
340685.8072,13625.62,13061.48
340685.8112,13574.55,13018.32
340685.8152,13610.75,13055.37
340685.8192,13680.17,13115.69
340685.8232,13660.24,13086.37
340685.8272,13635.88,13062.96
340685.8312,13586.86,13024.52
340685.8352,13618.28,13057.28
340685.8392,13681.08,13110.93
340685.8432,13653.66,13086.23
340685.8472,13624.72,13063.24
340685.8512,13576.41,13020.47
340685.8552,13614.7,13060.81
340685.8592,13683.18,13121.37
340685.8632,13653.23,13092.52
340685.8672,13627.72,13066.96
340685.8712,13583.71,13027.05
340685.8752,13617.95,13062.53
340685.8792,13687.66,13121.89
340685.8832,13662.91,13098.58
340685.8872,13632.11,13071.59
340685.8912,13579.89,13024.38
340685.8952,13607.55,13054.8
340685.8992,13679.65,13118.84
340685.9032,13655.85,13091.99
340685.9072,13625.91,13065.24
340685.9112,13582.47,13026.53
340685.9152,13618.52,13060.14
340685.9192,13685.85,13116.03
340685.9232,13662.48,13092.09
340685.9272,13632.35,13068.92
340685.9312,13587.43,13033.49
340685.9352,13622.48,13066.48
340685.9392,13684.47,13119.08
340685.9432,13657.05,13092.09
340685.9472,13628.68,13064.34
340685.9512,13586.52,13029.39
340685.9552,13621.09,13063.81
340685.9592,13681.46,13118.79
340685.9632,13656.28,13094.09
340685.9672,13630.2,13070.39
340685.9712,13585.62,13033.2
340685.9752,13615.04,13065.01
340685.9791,13683.27,13121.18
340685.9831,13657.52,13092.09
340685.9871,13633.83,13071.3
340685.9911,13588.38,13033.39
340685.9951,13616.75,13066.96
340685.9991,13681.84,13123.08
340686.0031,13661.15,13098.77
340686.0071,13633.92,13073.49
340686.0111,13585.71,13029.96
340686.0151,13617.47,13062.1
340686.0191,13682.65,13117.27
340686.0231,13657.09,13090.8
340686.0271,13625.53,13066.63
340686.0311,13574.79,13027.0
340686.0351,13607.12,13059.09
340686.0391,13674.69,13111.74
340686.0431,13653.9,13090.28
340686.0471,13629.91,13071.11
340686.0511,13582.76,13030.58
340686.0551,13617.37,13061.62
340686.0591,13689.9,13119.17
340686.0631,13662.63,13092.47
340686.0671,13632.54,13070.97
340686.0711,13585.0,13031.87
340686.0751,13614.94,13060.57
340686.0791,13679.12,13110.69
340686.0831,13646.99,13082.22
340686.0871,13624.05,13075.88
340686.0911,13588.05,13046.6
340686.0951,13621.38,13072.68
340686.0991,13684.89,13128.09
340686.1031,13661.24,13102.91
340686.1071,13633.78,13076.07
340686.1111,13587.33,13036.44
340686.1151,13615.99,13065.39
340686.1191,13678.31,13117.84
340686.1231,13651.99,13095.86
340686.1271,13624.15,13072.78
340686.1311,13579.04,13035.82
340686.1351,13609.7,13066.77
340686.1391,13682.8,13127.14
340686.1431,13660.86,13102.58
340686.1471,13632.97,13075.88
340686.1511,13584.19,13036.49
340686.1551,13611.6,13066.39
340686.1591,13681.56,13121.99
340686.1631,13655.38,13096.33
340686.1671,13624.48,13070.73
340686.1711,13581.95,13033.39
340686.1751,13611.6,13065.24
340686.1791,13679.6,13119.99
340686.1831,13653.18,13090.99
