TimeStamp,ch1,ch2,ch3,ch4
1237807.7782,-22150.66,-28132.78,-17888.41,-15978.15
1237807.7822,-22134.64,-28100.49,-17861.03,-15953.16
1237807.7862,-22137.6,-28115.66,-17871.76,-15959.17
1237807.7902,-22167.73,-28154.9,-17914.15,-15989.93
1237807.7942,-22161.01,-28130.82,-17898.99,-15972.43
1237807.7982,-22171.4,-28152.14,-17915.78,-15984.78
1237807.8022,-22173.88,-28148.08,-17918.73,-15982.2
1237807.8062,-22171.36,-28154.95,-17919.88,-15981.53
1237807.8102,-22165.44,-28147.41,-17905.9,-15973.52
1237807.8142,-22169.93,-28146.17,-17913.11,-15981.96
1237807.8182,-22173.07,-28160.38,-17924.22,-15982.58
1237807.8222,-22161.01,-28141.03,-17912.49,-15972.19
1237807.8262,-22163.58,-28149.47,-17916.4,-15975.52
1237807.8302,-22158.77,-28144.03,-17902.9,-15971.19
1237807.8342,-22143.8,-28106.74,-17873.24,-15945.72
1237807.8382,-22157.48,-28123.29,-17880.73,-15962.32
1237807.8422,-22173.6,-28148.27,-17916.49,-15989.59
1237807.8462,-22158.58,-28144.74,-17909.0,-15982.96
1237807.8502,-22142.7,-28123.43,-17886.35,-15957.88
1237807.8542,-22147.94,-28117.71,-17891.08,-15954.69
1237807.8582,-22152.14,-28137.45,-17901.61,-15974.33
1237807.8622,-22150.61,-28127.48,-17899.09,-15970.04
1237807.8662,-22153.76,-28138.02,-17895.65,-15981.53
1237807.8702,-22157.0,-28147.27,-17902.33,-15979.39
1237807.8742,-22147.28,-28119.28,-17888.07,-15951.92
1237807.8782,-22152.0,-28130.25,-17889.22,-15964.94
1237807.8822,-22170.74,-28146.22,-17915.82,-15980.34
1237807.8862,-22166.4,-28147.37,-17915.11,-15972.09
1237807.8902,-22170.88,-28157.19,-17924.55,-15976.14
1237807.8942,-22170.93,-28146.32,-17924.74,-15974.76
1237807.8982,-22166.97,-28144.51,-17915.78,-15971.57
1237807.9022,-22159.1,-28125.81,-17899.66,-15956.5
1237807.9062,-22164.35,-28143.41,-17906.48,-15973.76
1237807.9102,-22172.79,-28159.43,-17915.06,-15995.84
1237807.9142,-22176.55,-28151.61,-17918.87,-15986.87
1237807.9182,-22173.03,-28152.8,-17908.29,-15985.16
1237807.9222,-22170.98,-28138.83,-17900.8,-15974.52
1237807.9262,-22175.36,-28149.23,-17903.28,-15981.39
1237807.9302,-22177.75,-28157.91,-17906.24,-15993.6
1237807.9342,-22169.59,-28141.88,-17902.9,-15980.96
1237807.9382,-22162.49,-28138.35,-17896.13,-15970.66
1237807.9422,-22156.1,-28122.81,-17886.16,-15961.94
1237807.9462,-22162.54,-28141.22,-17898.47,-15978.67
1237807.9502,-22153.43,-28131.92,-17891.36,-15960.17
1237807.9542,-22138.88,-28098.78,-17870.19,-15932.75
1237807.9582,-22145.27,-28117.37,-17877.01,-15952.78
1237807.9622,-22149.61,-28115.71,-17878.34,-15955.55
1237807.9662,-22141.65,-28117.09,-17873.15,-15949.49
1237807.9702,-22138.55,-28121.33,-17879.2,-15943.39
1237807.9742,-22148.71,-28129.29,-17906.0,-15943.0
1237807.9782,-22164.16,-28145.41,-17919.4,-15951.16
1237807.9822,-22176.22,-28154.09,-17926.79,-15976.53
1237807.9862,-22168.21,-28160.62,-17917.44,-15992.93
1237807.9902,-22163.3,-28159.0,-17911.29,-15993.93
1237807.9942,-22157.91,-28133.82,-17899.32,-15975.67
1237807.9982,-22150.57,-28126.48,-17889.55,-15961.46
1237808.0022,-22132.11,-28100.11,-17871.1,-15935.9
1237808.0062,-22113.66,-28088.76,-17850.21,-15924.36
1237808.0102,-22118.19,-28094.15,-17852.45,-15930.51
1237808.0142,-22122.62,-28090.1,-17864.32,-15923.5
1237808.0182,-22126.96,-28105.69,-17871.05,-15930.85
1237808.0222,-22134.02,-28109.51,-17875.58,-15942.53
1237808.0262,-22138.55,-28130.15,-17879.68,-15972.23
1237808.0302,-22150.19,-28151.66,-17899.56,-15987.11
1237808.0342,-22139.5,-28129.87,-17891.03,-15970.9
1237808.0382,-22132.21,-28129.53,-17886.78,-15964.7
1237808.0422,-22123.1,-28110.22,-17878.63,-15945.39
1237808.0462,-22128.2,-28122.43,-17885.59,-15956.31
1237808.0502,-22132.45,-28129.2,-17888.83,-15962.79
1237808.0542,-22130.4,-28112.7,-17886.55,-15950.49
1237808.0582,-22132.73,-28118.18,-17885.5,-15953.88
1237808.0622,-22126.2,-28098.49,-17874.58,-15933.75
1237808.0662,-22112.66,-28094.2,-17866.33,-15920.31
1237808.0702,-22113.42,-28099.35,-17868.76,-15917.64
1237808.0742,-22124.72,-28104.74,-17878.2,-15937.57
1237808.0782,-22129.06,-28117.95,-17873.58,-15964.22
1237808.0822,-22129.01,-28108.08,-17870.48,-15957.41
1237808.0862,-22129.92,-28111.79,-17868.28,-15956.98
1237808.0902,-22120.43,-28099.87,-17848.06,-15948.25
1237808.0942,-22124.48,-28099.78,-17859.84,-15946.87
1237808.0982,-22132.78,-28116.32,-17876.82,-15951.06
1237808.1022,-22135.31,-28105.79,-17876.05,-15941.34
1237808.1062,-22127.92,-28093.53,-17854.84,-15926.32
1237808.1102,-22124.15,-28086.0,-17843.2,-15912.68
1237808.1142,-22154.19,-28134.54,-17906.33,-15968.18
1237808.1182,-22168.02,-28166.39,-17936.66,-15994.84
1237808.1222,-22156.34,-28143.84,-17919.49,-15974.81
1237808.1262,-22157.1,-28154.33,-17917.35,-15988.54
1237808.1302,-22138.46,-28145.65,-17902.23,-15980.91
1237808.1342,-22142.51,-28135.97,-17908.67,-15973.86
1237808.1382,-22144.99,-28138.02,-17902.66,-15965.42
1237808.1422,-22140.79,-28121.28,-17890.17,-15948.01
1237808.1462,-22145.42,-28135.88,-17892.79,-15964.13
1237808.1502,-22151.52,-28145.27,-17896.37,-15974.71
1237808.1542,-22136.69,-28113.94,-17876.2,-15951.02
1237808.1582,-22129.92,-28110.32,-17865.18,-15947.68
1237808.1622,-22131.25,-28098.92,-17860.13,-15939.43
1237808.1662,-22133.16,-28108.89,-17865.23,-15942.77
1237808.1702,-22137.64,-28116.71,-17872.1,-15950.4
1237808.1742,-22137.69,-28107.22,-17873.62,-15950.92
1237808.1782,-22151.57,-28136.26,-17897.51,-15976.91
1237808.1822,-22157.15,-28138.93,-17909.39,-15985.16
1237808.1862,-22160.96,-28161.24,-17927.98,-15998.75
1237808.1902,-22144.37,-28146.65,-17911.34,-15976.48
1237808.1942,-22144.37,-28135.59,-17915.58,-15963.84
1237808.1982,-22149.04,-28141.41,-17914.25,-15962.94
1237808.2022,-22153.52,-28125.1,-17901.33,-15948.25
1237808.2062,-22158.24,-28131.11,-17897.37,-15950.87
1237808.2102,-22157.15,-28142.6,-17904.09,-15965.08
1237808.2142,-22168.64,-28148.37,-17920.54,-15978.91
1237808.2182,-22168.59,-28148.18,-17908.38,-15977.62
1237808.2222,-22167.97,-28138.93,-17903.23,-15972.85
1237808.2262,-22169.83,-28151.09,-17908.91,-15982.2
1237808.2302,-22170.83,-28158.48,-17908.67,-15996.08
1237808.2342,-22164.92,-28140.36,-17905.81,-15981.39
1237808.2382,-22161.82,-28142.03,-17900.33,-15985.82
1237808.2422,-22151.0,-28122.95,-17889.6,-15971.38
1237808.2462,-22143.46,-28124.15,-17886.64,-15970.33
1237808.2502,-22149.18,-28143.6,-17907.14,-15984.58
1237808.2542,-22135.64,-28117.76,-17899.09,-15962.46
1237808.2582,-22126.44,-28108.31,-17884.35,-15949.06
1237808.2622,-22124.15,-28094.77,-17869.43,-15946.01
1237808.2662,-22132.97,-28120.81,-17889.36,-15960.17
1237808.2702,-22129.87,-28133.49,-17906.38,-15953.5
1237808.2742,-22131.64,-28116.66,-17903.71,-15938.71
1237808.2782,-22130.3,-28111.84,-17891.03,-15928.37
1237808.2822,-22124.67,-28092.1,-17874.72,-15915.01
1237808.2862,-22132.3,-28106.07,-17877.29,-15932.99
1237808.2902,-22142.75,-28128.25,-17880.2,-15974.76
1237808.2942,-22152.71,-28129.44,-17894.27,-15981.15
1237808.2982,-22160.01,-28139.64,-17902.9,-15982.2
1237808.3022,-22143.65,-28112.41,-17881.92,-15958.6
1237808.3062,-22133.59,-28110.22,-17874.34,-15951.92
1237808.3102,-22142.37,-28127.63,-17891.7,-15966.27
1237808.3142,-22139.93,-28109.7,-17883.02,-15961.46
1237808.3182,-22136.83,-28113.89,-17878.96,-15965.85
1237808.3222,-22125.2,-28096.39,-17868.38,-15949.63
1237808.3262,-22120.48,-28102.54,-17872.48,-15948.97
1237808.3302,-22131.25,-28130.68,-17897.99,-15972.14
1237808.3342,-22124.39,-28107.12,-17890.03,-15948.97
1237808.3382,-22128.44,-28114.85,-17889.55,-15950.54
1237808.3422,-22131.4,-28106.79,-17885.4,-15945.72
1237808.3462,-22134.97,-28110.79,-17880.87,-15944.77
1237808.3502,-22136.5,-28118.28,-17884.45,-15947.3
1237808.3542,-22138.69,-28117.95,-17897.51,-15949.11
1237808.3582,-22136.02,-28116.23,-17887.26,-15946.91
1237808.3622,-22141.51,-28103.55,-17876.91,-15937.0
1237808.3662,-22154.43,-28125.15,-17892.46,-15953.88
1237808.3702,-22179.94,-28161.58,-17922.31,-15991.79
1237808.3742,-22189.76,-28152.52,-17925.07,-15989.59
1237808.3782,-22184.8,-28148.65,-17917.11,-15979.34
1237808.3822,-22163.58,-28112.7,-17889.88,-15946.39
1237808.3862,-22156.24,-28117.37,-17890.31,-15943.1
1237808.3902,-22167.02,-28141.36,-17911.63,-15963.99
1237808.3942,-22172.55,-28144.03,-17914.3,-15992.69
1237808.3982,-22169.45,-28156.0,-17910.58,-16014.58
1237808.4022,-22156.91,-28138.83,-17909.58,-15989.5
1237808.4062,-22157.62,-28152.28,-17920.07,-15991.26
1237808.4102,-22156.05,-28155.04,-17918.06,-15992.21
1237808.4142,-22161.44,-28144.7,-17917.11,-15987.02
1237808.4182,-22165.44,-28153.76,-17917.11,-15989.5
1237808.4222,-22158.96,-28134.4,-17904.0,-15966.32
1237808.4262,-22167.78,-28145.36,-17911.63,-15969.14
1237808.4302,-22167.73,-28146.56,-17907.48,-15965.51
1237808.4342,-22158.43,-28119.09,-17891.55,-15944.72
1237808.4382,-22160.72,-28127.96,-17893.94,-15951.06
1237808.4422,-22159.58,-28116.71,-17890.41,-15948.73
1237808.4462,-22150.19,-28115.99,-17884.45,-15947.44
1237808.4502,-22147.99,-28129.1,-17898.66,-15955.02
1237808.4542,-22157.39,-28132.39,-17917.25,-15963.51
1237808.4582,-22166.78,-28148.8,-17925.31,-15978.53
1237808.4622,-22165.35,-28143.7,-17921.31,-15982.53
1237808.4662,-22150.14,-28132.63,-17905.29,-15964.32
1237808.4702,-22145.18,-28129.72,-17901.14,-15953.11
1237808.4742,-22145.99,-28120.09,-17902.85,-15947.92
1237808.4782,-22147.99,-28130.34,-17897.7,-15966.46
1237808.4822,-22147.66,-28126.72,-17893.89,-15973.38
1237808.4862,-22149.28,-28138.69,-17900.9,-15979.48
1237808.4902,-22151.19,-28145.27,-17901.66,-15986.3
1237808.4942,-22153.71,-28131.58,-17899.18,-15979.48
1237808.4982,-22148.66,-28128.72,-17892.41,-15967.85
1237808.5022,-22140.17,-28106.55,-17879.3,-15945.96
1237808.5062,-22138.98,-28110.79,-17880.73,-15944.48
1237808.5102,-22138.88,-28121.71,-17884.54,-15956.21
1237808.5142,-22137.17,-28093.15,-17858.51,-15940.1
1237808.5182,-22150.19,-28107.22,-17864.75,-15951.25
1237808.5222,-22175.36,-28152.66,-17932.51,-15982.11
1237808.5262,-22192.43,-28185.9,-17964.94,-16003.61
1237808.5302,-22193.29,-28182.99,-17952.35,-16002.37
1237808.5342,-22190.86,-28159.43,-17937.76,-15989.02
1237808.5382,-22183.56,-28155.43,-17923.36,-15980.77
1237808.5422,-22173.03,-28139.4,-17910.82,-15968.04
1237808.5462,-22174.69,-28147.27,-17912.53,-15969.85
1237808.5502,-22182.18,-28163.44,-17921.35,-15988.64
1237808.5542,-22180.37,-28144.79,-17915.44,-15976.86
1237808.5582,-22175.93,-28145.27,-17908.05,-15971.66
1237808.5622,-22177.37,-28137.64,-17907.24,-15965.42
1237808.5662,-22179.61,-28151.37,-17917.11,-15976.24
1237808.5702,-22179.7,-28158.38,-17918.21,-15979.43
1237808.5742,-22182.04,-28150.37,-17919.35,-15981.39
1237808.5782,-22171.55,-28147.89,-17904.14,-15983.68
1237808.5822,-22182.47,-28151.9,-17918.87,-15983.2
1237808.5862,-22185.47,-28163.2,-17928.17,-15985.44
1237808.5902,-22167.92,-28147.56,-17905.52,-15969.33
1237808.5942,-22172.5,-28142.26,-17913.82,-15968.75
1237808.5982,-22175.55,-28153.04,-17917.21,-15978.96
1237808.6022,-22174.46,-28141.36,-17911.82,-15972.0
1237808.6062,-22173.98,-28144.65,-17911.53,-15973.52
1237808.6102,-22179.22,-28161.34,-17922.36,-15989.83
1237808.6142,-22182.75,-28153.76,-17930.13,-15986.02
1237808.6182,-22167.4,-28136.69,-17904.57,-15963.75
1237808.6222,-22163.58,-28124.76,-17895.03,-15955.88
1237808.6262,-22173.69,-28146.94,-17909.77,-15980.58
1237808.6302,-22154.57,-28128.82,-17884.88,-15963.84
1237808.6342,-22163.11,-28128.67,-17897.99,-15957.79
1237808.6382,-22188.71,-28164.2,-17924.84,-15991.36
1237808.6422,-22190.05,-28156.47,-17915.54,-15993.93
1237808.6462,-22182.28,-28150.28,-17900.37,-15982.49
1237808.6502,-22179.94,-28147.18,-17897.18,-15973.57
1237808.6542,-22184.04,-28139.5,-17912.06,-15964.03
1237808.6582,-22182.66,-28155.9,-17921.55,-15980.58
1237808.6622,-22179.61,-28145.84,-17913.15,-15975.76
1237808.6662,-22175.7,-28145.75,-17907.0,-15966.37
1237808.6702,-22190.95,-28174.79,-17929.17,-15999.8
1237808.6742,-22181.75,-28151.94,-17916.78,-15985.78
1237808.6782,-22182.18,-28154.47,-17910.29,-15986.3
1237808.6822,-22176.41,-28147.84,-17912.87,-15982.01
1237808.6862,-22189.19,-28174.4,-17940.81,-15996.79
1237808.6902,-22192.34,-28177.55,-17935.37,-16002.04
1237808.6942,-22186.95,-28159.05,-17928.17,-15989.31
1237808.6982,-22186.19,-28161.72,-17925.22,-15985.3
1237808.7022,-22180.27,-28149.32,-17918.68,-15974.67
1237808.7062,-22169.54,-28136.26,-17899.56,-15958.41
1237808.7102,-22167.88,-28138.55,-17899.56,-15954.59
1237808.7142,-22167.4,-28128.25,-17900.9,-15952.11
1237808.7182,-22174.17,-28143.03,-17900.04,-15974.95
1237808.7222,-22187.9,-28142.41,-17904.81,-15980.2
1237808.7262,-22188.71,-28153.04,-17913.39,-15984.73
1237808.7302,-22203.69,-28187.56,-17946.77,-16008.05
1237808.7342,-22193.63,-28161.24,-17934.23,-15980.63
1237808.7382,-22184.85,-28158.29,-17923.45,-15973.71
1237808.7422,-22178.18,-28144.22,-17915.54,-15965.18
1237808.7462,-22171.31,-28145.79,-17912.25,-15967.94
1237808.7502,-22187.9,-28175.02,-17932.51,-16004.52
1237808.7542,-22193.48,-28168.35,-17934.75,-16004.9
1237808.7582,-22194.67,-28170.26,-17930.46,-15999.13
1237808.7622,-22202.4,-28164.53,-17931.42,-15993.88
1237808.7662,-22195.1,-28163.44,-17921.5,-15992.79
1237808.7702,-22202.21,-28178.03,-17927.98,-16005.28
1237808.7742,-22203.59,-28165.3,-17930.8,-15997.84
1237808.7782,-22195.82,-28164.82,-17926.93,-15990.59
1237808.7822,-22199.11,-28158.48,-17927.03,-15981.82
1237808.7862,-22191.77,-28156.43,-17919.07,-15975.95
1237808.7902,-22181.47,-28154.0,-17906.86,-15981.87
1237808.7942,-22179.42,-28134.87,-17896.51,-15971.09
1237808.7982,-22174.69,-28132.87,-17890.74,-15959.36
1237808.8022,-22190.29,-28146.22,-17916.4,-15967.47
1237808.8062,-22198.63,-28172.54,-17938.38,-15991.45
1237808.8102,-22200.16,-28185.13,-17941.52,-16010.24
1237808.8142,-22194.2,-28160.19,-17924.6,-15996.65
1237808.8182,-22189.19,-28157.57,-17911.39,-15989.35
1237808.8222,-22187.28,-28152.09,-17913.25,-15980.58
1237808.8262,-22188.38,-28161.43,-17917.06,-15984.97
1237808.8302,-22190.24,-28174.12,-17923.17,-15996.03
1237808.8342,-22191.29,-28164.39,-17928.17,-15994.22
1237808.8382,-22197.11,-28170.88,-17928.08,-15995.22
1237808.8422,-22198.49,-28160.29,-17921.83,-15984.58
1237808.8462,-22213.03,-28180.13,-17932.51,-16010.38
1237808.8502,-22216.94,-28189.47,-17934.66,-16020.97
1237808.8542,-22198.25,-28154.47,-17915.78,-15988.97
1237808.8582,-22204.64,-28170.45,-17935.23,-15991.21
1237808.8623,-22198.73,-28166.92,-17940.0,-15985.63
1237808.8663,-22201.25,-28184.85,-17950.16,-16006.33
1237808.8703,-22201.21,-28186.04,-17946.2,-16005.33
1237808.8743,-22207.93,-28178.55,-17948.53,-16001.7
1237808.8783,-22206.69,-28182.27,-17942.72,-16007.04
1237808.8823,-22200.06,-28168.44,-17938.81,-15993.17
1237808.8863,-22194.25,-28168.49,-17934.61,-15988.26
1237808.8903,-22193.39,-28175.74,-17930.22,-15998.37
1237808.8943,-22196.82,-28164.53,-17927.36,-15995.08
1237808.8983,-22190.34,-28163.53,-17916.54,-15992.21
1237808.9023,-22182.75,-28146.46,-17906.05,-15975.57
1237808.9063,-22187.9,-28153.14,-17912.06,-15970.8
1237808.9103,-22194.34,-28169.02,-17928.41,-15972.57
1237808.9143,-22204.02,-28169.59,-17942.24,-15982.96
1237808.9183,-22206.55,-28181.37,-17941.52,-16007.33
1237808.9223,-22201.06,-28171.11,-17935.14,-15997.13
1237808.9263,-22196.39,-28170.3,-17928.46,-15991.4
1237808.9303,-22178.8,-28150.94,-17904.52,-15973.43
1237808.9343,-22173.26,-28133.35,-17900.33,-15961.94
1237808.9383,-22181.51,-28153.33,-17913.53,-15975.67
1237808.9423,-22188.14,-28157.81,-17920.69,-15984.58
1237808.9463,-22192.48,-28169.02,-17928.79,-15994.79
1237808.9503,-22194.72,-28172.02,-17928.65,-15993.98
1237808.9543,-22193.01,-28159.91,-17927.17,-15996.65
1237808.9583,-22197.68,-28177.88,-17942.91,-16005.9
1237808.9623,-22199.82,-28171.16,-17943.67,-15996.41
1237808.9663,-22184.95,-28159.48,-17924.45,-15985.54
1237808.9703,-22187.9,-28170.16,-17931.18,-15995.65
1237808.9743,-22187.81,-28155.85,-17931.42,-15983.58
1237808.9783,-22189.57,-28154.85,-17921.12,-15975.05
1237808.9823,-22173.17,-28123.86,-17892.32,-15946.2
1237808.9863,-22180.66,-28138.45,-17907.57,-15954.54
1237808.9903,-22195.82,-28166.01,-17930.99,-15980.34
1237808.9943,-22207.6,-28170.88,-17938.9,-16001.37
1237808.9983,-22212.7,-28186.28,-17943.19,-16019.63
1237809.0023,-22211.17,-28174.64,-17939.47,-16005.33
1237809.0063,-22209.89,-28177.03,-17937.28,-16004.28
1237809.0103,-22214.94,-28190.19,-17942.76,-16014.63
1237809.0143,-22211.98,-28169.02,-17935.28,-15994.69
1237809.0183,-22201.59,-28161.39,-17924.69,-15979.34
1237809.0223,-22192.29,-28147.03,-17913.39,-15971.23
1237809.0263,-22197.82,-28164.82,-17928.41,-15988.59
1237809.0303,-22204.31,-28183.08,-17936.33,-16011.67
1237809.0343,-22194.48,-28162.67,-17930.7,-15993.55
1237809.0383,-22188.09,-28154.9,-17918.3,-15975.19
1237809.0423,-22179.18,-28136.21,-17904.14,-15958.64
1237809.0463,-22182.71,-28150.75,-17915.3,-15969.33
1237809.0503,-22188.95,-28166.15,-17921.59,-15985.63
1237809.0543,-22185.61,-28145.89,-17910.91,-15975.29
1237809.0583,-22193.24,-28159.1,-17915.2,-15985.82
1237809.0623,-22200.35,-28166.44,-17922.5,-16002.8
1237809.0663,-22204.07,-28176.98,-17930.32,-16011.86
1237809.0703,-22201.02,-28177.98,-17927.41,-16007.38
1237809.0743,-22196.63,-28156.95,-17920.21,-15987.92
1237809.0783,-22204.5,-28173.5,-17931.27,-15998.65
1237809.0823,-22195.06,-28168.54,-17930.46,-15998.79
1237809.0863,-22186.38,-28165.15,-17920.83,-15998.27
1237809.0903,-22185.85,-28166.25,-17917.49,-15994.17
1237809.0943,-22189.67,-28155.52,-17921.64,-15987.97
1237809.0983,-22187.71,-28163.39,-17924.93,-15988.21
1237809.1023,-22177.94,-28136.21,-17900.71,-15959.6
1237809.1063,-22182.99,-28147.94,-17905.67,-15970.99
1237809.1103,-22196.96,-28179.74,-17929.79,-16005.57
1237809.1143,-22194.82,-28161.2,-17923.79,-15990.78
1237809.1183,-22190.14,-28160.05,-17914.39,-15989.45
1237809.1223,-22181.85,-28143.03,-17904.57,-15973.24
1237809.1263,-22179.22,-28141.17,-17898.66,-15963.65
1237809.1303,-22188.0,-28158.86,-17910.43,-15978.43
1237809.1343,-22191.1,-28152.56,-17918.06,-15976.76
1237809.1383,-22192.1,-28159.29,-17919.4,-15979.58
1237809.1423,-22204.59,-28169.02,-17931.65,-16001.89
1237809.1463,-22204.54,-28175.79,-17932.94,-16010.86
1237809.1503,-22205.69,-28184.23,-17938.19,-16006.9
1237809.1543,-22212.41,-28178.98,-17943.72,-16004.42
1237809.1583,-22219.76,-28193.29,-17945.82,-16019.49
1237809.1623,-22213.27,-28175.88,-17932.08,-16006.42
1237809.1663,-22205.93,-28170.21,-17925.03,-15994.84
1237809.1703,-22198.39,-28170.92,-17914.3,-15995.93
1237809.1743,-22201.87,-28160.15,-17915.82,-15991.07
1237809.1783,-22209.46,-28173.5,-17928.75,-15996.55
1237809.1823,-22210.51,-28171.3,-17927.98,-16001.66
1237809.1863,-22204.83,-28169.21,-17922.88,-15998.03
1237809.1903,-22211.65,-28186.09,-17935.56,-16010.14
1237809.1943,-22209.98,-28175.41,-17933.94,-16010.62
1237809.1983,-22212.56,-28181.6,-17934.66,-16013.67
1237809.2023,-22210.89,-28172.07,-17934.04,-16001.27
1237809.2063,-22202.45,-28162.58,-17922.64,-15985.68
1237809.2103,-22208.17,-28175.88,-17931.32,-15993.36
1237809.2143,-22209.03,-28170.83,-17938.09,-16000.42
1237809.2183,-22205.16,-28173.69,-17935.99,-15996.74
1237809.2223,-22204.83,-28165.68,-17935.09,-15988.35
1237809.2263,-22208.65,-28178.41,-17942.38,-15999.84
1237809.2303,-22202.59,-28184.23,-17937.28,-16006.66
1237809.2343,-22205.16,-28169.4,-17932.23,-16004.04
1237809.2383,-22213.22,-28175.02,-17928.08,-16006.61
1237809.2423,-22208.88,-28163.63,-17919.97,-15989.97
1237809.2463,-22221.42,-28186.04,-17940.0,-16010.24
1237809.2503,-22218.33,-28191.62,-17938.28,-16013.58
1237809.2543,-22212.22,-28170.59,-17931.61,-15994.55
1237809.2583,-22209.89,-28167.54,-17925.03,-15986.78
1237809.2623,-22205.07,-28157.43,-17920.21,-15974.81
1237809.2663,-22215.46,-28175.74,-17935.18,-15992.6
1237809.2703,-22212.6,-28181.89,-17930.56,-16000.51
1237809.2743,-22204.5,-28164.34,-17922.69,-15994.5
1237809.2783,-22210.08,-28182.8,-17936.52,-16010.95
1237809.2823,-22208.93,-28176.55,-17932.18,-16006.9
1237809.2863,-22211.79,-28182.13,-17937.38,-16008.47
1237809.2903,-22201.73,-28178.08,-17929.6,-15998.41
1237809.2943,-22201.59,-28162.82,-17927.74,-15985.92
1237809.2983,-22206.55,-28175.98,-17935.56,-15992.45
1237809.3023,-22208.69,-28173.78,-17937.52,-15991.02
1237809.3063,-22203.26,-28169.92,-17929.03,-15987.11
1237809.3103,-22208.5,-28186.47,-17935.37,-16005.95
1237809.3143,-22207.45,-28172.88,-17935.76,-15997.51
1237809.3183,-22209.98,-28178.65,-17935.14,-15997.84
1237809.3223,-22215.99,-28179.22,-17939.24,-16001.56
1237809.3263,-22204.59,-28171.02,-17923.88,-15996.79
1237809.3303,-22194.48,-28163.63,-17906.95,-15987.73
1237809.3343,-22196.82,-28154.9,-17908.48,-15984.92
1237809.3383,-22196.77,-28165.63,-17918.87,-15985.82
1237809.3423,-22204.16,-28166.82,-17926.31,-15990.12
1237809.3463,-22207.69,-28177.84,-17928.17,-16009.62
1237809.3503,-22211.98,-28188.14,-17932.23,-16025.5
1237809.3543,-22203.16,-28159.96,-17920.31,-15999.89
1237809.3583,-22203.35,-28167.58,-17921.93,-15998.22
1237809.3623,-22199.49,-28170.78,-17931.27,-15998.89
1237809.3663,-22209.41,-28191.19,-17955.07,-16014.01
1237809.3703,-22208.26,-28197.58,-17957.36,-16015.72
1237809.3743,-22203.59,-28178.08,-17950.63,-16001.18
1237809.3783,-22207.6,-28188.38,-17949.77,-16010.05
1237809.3823,-22213.51,-28185.56,-17947.82,-16008.95
1237809.3863,-22208.31,-28179.46,-17939.43,-15996.41
1237809.3903,-22193.34,-28169.68,-17922.4,-15982.25
1237809.3943,-22203.31,-28164.91,-17931.51,-15986.49
1237809.3983,-22216.13,-28180.36,-17939.67,-15997.32
1237809.4023,-22219.99,-28180.22,-17940.71,-15998.03
1237809.4063,-22217.04,-28181.37,-17941.1,-15999.41
1237809.4103,-22213.18,-28191.57,-17943.72,-16009.24
1237809.4143,-22196.72,-28163.15,-17924.17,-15988.69
1237809.4183,-22187.19,-28155.04,-17915.06,-15971.38
1237809.4223,-22195.72,-28160.53,-17921.64,-15978.77
1237809.4263,-22205.45,-28173.74,-17932.08,-15990.83
1237809.4303,-22212.7,-28187.42,-17936.52,-16006.33
1237809.4343,-22212.08,-28175.55,-17933.56,-16005.57
1237809.4383,-22203.02,-28169.83,-17923.07,-15998.41
1237809.4423,-22203.21,-28167.58,-17923.79,-16000.13
1237809.4463,-22202.21,-28174.45,-17926.36,-16004.99
1237809.4503,-22202.07,-28181.27,-17926.17,-16006.85
1237809.4543,-22209.93,-28175.17,-17932.66,-16005.85
1237809.4583,-22202.02,-28174.83,-17928.98,-16001.32
1237809.4623,-22196.15,-28163.96,-17922.21,-15990.07
1237809.4663,-22192.77,-28166.49,-17921.97,-15989.45
1237809.4703,-22190.72,-28173.35,-17922.74,-15996.36
1237809.4743,-22181.47,-28153.23,-17914.25,-15983.15
1237809.4783,-22183.99,-28164.06,-17921.4,-15985.87
1237809.4823,-22187.19,-28158.19,-17913.92,-15984.3
1237809.4863,-22184.42,-28156.86,-17909.86,-15982.96
1237809.4903,-22175.08,-28152.23,-17901.28,-15970.38
1237809.4943,-22171.79,-28137.97,-17898.9,-15962.65
1237809.4983,-22176.55,-28156.81,-17906.52,-15986.3
1237809.5023,-22177.94,-28156.09,-17912.96,-15981.15
1237809.5063,-22193.72,-28174.12,-17933.56,-15988.45
1237809.5103,-22198.01,-28182.89,-17935.37,-15998.17
1237809.5143,-22193.1,-28165.77,-17926.65,-15990.74
1237809.5183,-22188.95,-28165.39,-17919.83,-15990.93
1237809.5223,-22179.94,-28150.13,-17909.1,-15977.81
1237809.5263,-22192.29,-28166.82,-17923.31,-15993.6
1237809.5303,-22196.01,-28176.41,-17924.88,-15998.6
1237809.5343,-22195.53,-28161.15,-17922.59,-15990.45
1237809.5383,-22189.52,-28160.38,-17917.02,-15983.54
1237809.5423,-22184.23,-28148.51,-17908.43,-15972.85
1237809.5463,-22187.33,-28156.05,-17911.63,-15982.39
1237809.5503,-22181.37,-28157.86,-17904.33,-15981.53
1237809.5543,-22173.07,-28138.5,-17898.9,-15972.71
1237809.5583,-22176.03,-28151.23,-17906.76,-15983.77
1237809.5623,-22174.22,-28141.17,-17897.42,-15973.9
1237809.5663,-22171.21,-28141.07,-17894.65,-15968.75
1237809.5703,-22184.33,-28175.07,-17927.93,-15991.55
1237809.5743,-22196.06,-28176.26,-17945.91,-15999.37
