TimeStamp,ch1,ch2,ch3,ch4
1237797.4335,-22312.36,-28267.2,-18113.57,-16145.66
1237797.4375,-22196.01,-28154.76,-17994.84,-16031.46
1237797.4415,-22225.1,-28196.0,-18020.87,-16067.55
1237797.4455,-22314.65,-28281.07,-18122.34,-16154.29
1237797.4495,-22382.17,-28351.88,-18194.58,-16220.33
1237797.4535,-22386.74,-28344.11,-18193.44,-16216.42
1237797.4575,-22347.17,-28299.76,-18141.41,-16173.79
1237797.4615,-22331.1,-28292.13,-18122.15,-16156.96
1237797.4655,-22397.28,-28355.55,-18195.58,-16222.91
1237797.4695,-22535.76,-28491.31,-18326.95,-16358.81
1237797.4735,-22432.28,-28365.66,-18204.98,-16238.79
1237797.4775,-22103.12,-28032.12,-17859.46,-15913.01
1237797.4815,-22005.75,-27954.44,-17765.95,-15837.29
1237797.4855,-22232.49,-28184.94,-18015.67,-16069.65
1237797.4895,-22330.57,-28286.56,-18118.19,-16173.32
1237797.4935,-22267.87,-28214.55,-18049.91,-16111.09
1237797.4975,-22216.28,-28176.12,-18009.14,-16072.94
1237797.5015,-22331.29,-28308.06,-18129.11,-16199.69
1237797.5055,-22478.54,-28444.34,-18273.59,-16339.35
1237797.5095,-22459.8,-28444.34,-18288.42,-16324.47
1237797.5135,-22384.26,-28354.22,-18198.73,-16238.41
1237797.5175,-22485.64,-28458.31,-18289.76,-16340.35
1237797.5215,-22496.8,-28476.67,-18294.81,-16351.37
1237797.5255,-22350.65,-28318.93,-18150.9,-16193.73
1237797.5295,-22313.45,-28282.88,-18114.04,-16153.05
1237797.5335,-22117.52,-28069.93,-17910.01,-15936.95
1237797.5375,-22149.33,-28095.2,-17930.8,-15958.74
1237797.5415,-22216.75,-28178.36,-18010.9,-16034.18
1237797.5455,-22254.28,-28199.77,-18039.85,-16061.55
1237797.5495,-22400.1,-28342.3,-18176.84,-16203.69
1237797.5535,-22486.64,-28420.02,-18264.49,-16279.56
1237797.5575,-22429.99,-28369.38,-18213.42,-16228.06
1237797.5615,-22316.41,-28271.25,-18100.45,-16132.83
1237797.5655,-22454.36,-28402.05,-18235.59,-16277.27
1237797.5695,-22458.08,-28417.07,-18262.91,-16282.61
1237797.5735,-22420.74,-28364.85,-18207.36,-16239.98
1237797.5775,-22273.3,-28221.42,-18041.57,-16111.23
1237797.5815,-22364.24,-28332.9,-18148.14,-16212.56
1237797.5855,-22521.69,-28490.74,-18325.0,-16367.77
1237797.5895,-22461.13,-28426.51,-18261.05,-16300.78
1237797.5935,-22296.57,-28255.37,-18096.45,-16135.27
1237797.5975,-22322.94,-28283.22,-18120.67,-16157.92
1237797.6015,-22318.37,-28284.89,-18107.46,-16153.34
1237797.6055,-22288.8,-28251.6,-18086.86,-16124.54
1237797.6095,-22376.02,-28339.48,-18169.17,-16216.85
1237797.6135,-22412.49,-28372.29,-18202.64,-16255.48
1237797.6175,-22420.6,-28375.01,-18197.59,-16251.9
1237797.6215,-22498.75,-28454.5,-18270.07,-16317.08
1237797.6255,-22517.02,-28464.75,-18292.33,-16328.29
1237797.6295,-22503.71,-28457.45,-18286.47,-16318.18
1237797.6335,-22582.58,-28510.86,-18337.16,-16375.26
1237797.6375,-22400.0,-28337.05,-18162.87,-16200.88
1237797.6415,-22454.46,-28421.93,-18252.47,-16277.65
1237797.6455,-22455.65,-28408.63,-18247.46,-16280.75
1237797.6495,-22190.24,-28130.96,-17955.02,-16017.63
1237797.6535,-21986.01,-27920.92,-17745.54,-15815.07
1237797.6575,-22162.06,-28122.76,-17957.88,-16014.2
1237797.6615,-22405.58,-28378.3,-18191.15,-16272.26
1237797.6655,-22466.52,-28428.41,-18247.7,-16326.0
1237797.6695,-22387.13,-28352.55,-18188.72,-16234.59
1237797.6735,-22264.72,-28210.12,-18040.9,-16101.27
1237797.6775,-22382.55,-28347.4,-18176.65,-16227.25
1237797.6815,-22678.81,-28670.51,-18490.79,-16540.58
1237797.6855,-22804.36,-28795.53,-18629.31,-16664.08
1237797.6895,-22537.52,-28515.2,-18340.3,-16383.17
1237797.6935,-22288.28,-28251.22,-18071.7,-16134.22
1237797.6975,-22363.86,-28316.79,-18135.26,-16187.77
1237797.7015,-22412.97,-28389.65,-18202.16,-16252.57
1237797.7055,-22441.2,-28409.15,-18239.45,-16271.07
1237797.7095,-22348.45,-28293.28,-18119.05,-16153.15
1237797.7135,-21887.4,-27810.48,-17633.39,-15691.76
1237797.7175,-22095.25,-28033.36,-17840.44,-15923.55
1237797.7215,-22434.9,-28397.52,-18196.06,-16277.65
1237797.7255,-22692.54,-28647.33,-18475.11,-16521.84
1237797.7295,-22496.08,-28441.24,-18266.78,-16313.75
1237797.7335,-22236.68,-28167.49,-17992.21,-16049.58
1237797.7375,-22254.99,-28189.14,-18006.18,-16072.61
1237797.7415,-22325.66,-28278.54,-18089.49,-16144.85
1237797.7455,-22327.38,-28270.1,-18087.25,-16137.84
1237797.7495,-22340.44,-28278.5,-18096.12,-16140.03
1237797.7535,-22230.72,-28160.19,-17986.92,-16023.16
1237797.7575,-22229.53,-28165.2,-17987.54,-16027.64
1237797.7615,-22365.43,-28312.69,-18127.49,-16168.69
1237797.7655,-22441.82,-28384.16,-18205.5,-16247.08
1237797.7695,-22508.48,-28450.59,-18272.93,-16307.93
1237797.7735,-22604.95,-28532.99,-18367.29,-16386.84
1237797.7775,-22466.57,-28394.03,-18220.52,-16248.51
1237797.7815,-22380.35,-28317.03,-18132.16,-16163.83
1237797.7855,-22475.58,-28394.56,-18215.71,-16244.37
1237797.7895,-22328.05,-28247.26,-18057.92,-16103.46
1237797.7935,-22263.48,-28172.07,-17979.91,-16041.09
1237797.7975,-22355.13,-28265.34,-18080.38,-16130.31
1237797.8015,-22284.7,-28212.03,-18020.73,-16073.99
1237797.8055,-22389.46,-28309.87,-18126.3,-16175.61
1237797.8095,-22362.28,-28281.22,-18094.26,-16144.61
1237797.8135,-22262.15,-28171.64,-17987.59,-16043.05
1237797.8175,-22199.49,-28114.61,-17920.35,-15990.4
1237797.8215,-22248.7,-28182.46,-17976.76,-16054.68
1237797.8255,-22267.77,-28197.96,-18006.04,-16070.32
1237797.8295,-22332.48,-28259.38,-18070.13,-16122.01
1237797.8335,-22328.95,-28247.17,-18057.83,-16115.86
1237797.8375,-22461.94,-28394.27,-18203.36,-16255.29
1237797.8415,-22647.72,-28591.35,-18399.91,-16431.19
1237797.8455,-22713.95,-28643.61,-18454.98,-16490.27
1237797.8495,-22426.08,-28352.55,-18150.28,-16209.18
1237797.8535,-22360.85,-28279.36,-18097.64,-16122.53
1237797.8575,-22286.8,-28203.35,-18018.34,-16046.38
1237797.8615,-22275.31,-28209.17,-18009.14,-16052.3
1237797.8655,-22459.22,-28383.5,-18200.5,-16229.54
1237797.8695,-22303.63,-28210.98,-18027.98,-16057.78
1237797.8735,-21865.47,-27751.69,-17563.92,-15614.08
1237797.8775,-22035.65,-27937.22,-17764.14,-15792.42
1237797.8815,-22252.47,-28175.98,-17999.27,-16021.97
1237797.8855,-22315.65,-28231.0,-18061.07,-16085.82
1237797.8895,-22318.41,-28233.91,-18059.78,-16091.25
1237797.8935,-22306.06,-28213.46,-18042.04,-16074.95
1237797.8975,-22276.59,-28184.94,-18009.04,-16042.19
1237797.9015,-22326.04,-28252.08,-18059.4,-16101.46
1237797.9055,-22411.68,-28335.91,-18153.96,-16188.19
1237797.9095,-22495.18,-28426.79,-18247.89,-16270.73
1237797.9135,-22453.07,-28378.44,-18197.49,-16230.2
1237797.9175,-22419.88,-28348.02,-18165.16,-16196.68
1237797.9215,-22382.83,-28313.93,-18113.28,-16163.45
1237797.9255,-22224.29,-28135.68,-17942.29,-15988.45
1237797.9295,-22245.22,-28164.34,-17977.91,-16011.91
1237797.9335,-22361.19,-28275.87,-18092.92,-16127.97
1237797.9375,-22441.29,-28358.32,-18185.67,-16193.39
1237797.9415,-22255.04,-28176.45,-17982.53,-16019.49
1237797.9455,-22256.52,-28168.68,-17983.53,-16018.2
1237797.9495,-22300.29,-28213.98,-18028.93,-16062.45
1237797.9535,-22248.56,-28151.66,-17981.87,-15994.12
1237797.9575,-22368.39,-28281.64,-18104.98,-16121.82
1237797.9615,-22514.06,-28445.06,-18249.28,-16288.52
1237797.9655,-22450.97,-28371.58,-18179.9,-16225.67
1237797.9695,-22345.97,-28267.91,-18084.96,-16111.23
1237797.9735,-22423.99,-28351.07,-18176.75,-16200.59
1237797.9775,-22578.39,-28508.43,-18329.38,-16352.04
1237797.9815,-22504.81,-28426.75,-18234.64,-16266.11
1237797.9855,-22079.57,-27980.24,-17794.18,-15831.85
1237797.9895,-22175.89,-28090.58,-17896.37,-15951.59
1237797.9935,-22505.24,-28427.46,-18249.42,-16281.56
1237797.9975,-22608.38,-28528.88,-18352.18,-16368.87
1237798.0015,-22349.07,-28273.2,-18078.85,-16113.62
1237798.0055,-22241.12,-28139.88,-17949.82,-15981.01
1237798.0095,-22200.16,-28092.1,-17912.25,-15913.2
1237798.0135,-22341.54,-28243.59,-18073.42,-16067.36
1237798.0175,-22378.16,-28283.36,-18096.59,-16126.11
1237798.0215,-22394.95,-28307.58,-18108.8,-16151.81
1237798.0255,-22384.12,-28292.37,-18097.02,-16149.71
1237798.0295,-22500.71,-28415.44,-18229.68,-16261.53
1237798.0335,-22459.32,-28368.62,-18190.72,-16216.23
1237798.0375,-22352.32,-28256.32,-18075.37,-16099.03
1237798.0415,-22307.64,-28204.25,-18003.23,-16038.75
1237798.0455,-22424.37,-28309.97,-18134.69,-16128.83
1237798.0495,-22726.68,-28639.56,-18467.05,-16462.61
1237798.0535,-22699.12,-28614.1,-18407.63,-16476.44
1237798.0575,-22262.19,-28158.48,-17960.69,-16002.04
1237798.0615,-22085.0,-27998.4,-17788.6,-15841.63
1237798.0655,-22297.34,-28228.38,-18037.8,-16075.37
1237798.0695,-22604.8,-28527.74,-18328.76,-16376.97
1237798.0735,-22369.91,-28264.81,-18074.04,-16101.41
1237798.0775,-22019.44,-27906.23,-17715.31,-15749.07
1237798.0815,-21991.11,-27903.99,-17683.46,-15765.24
1237798.0855,-22536.09,-28481.92,-18288.76,-16320.33
1237798.0895,-22890.86,-28842.5,-18668.99,-16659.12
1237798.0935,-22531.27,-28446.2,-18271.73,-16272.74
1237798.0975,-21821.93,-27714.11,-17523.53,-15557.43
1237798.1015,-21978.24,-27887.78,-17686.66,-15726.43
1237798.1055,-22301.15,-28214.12,-18022.35,-16061.93
1237798.1095,-22546.91,-28462.37,-18275.69,-16304.49
1237798.1135,-22402.81,-28300.48,-18127.78,-16136.55
1237798.1175,-22163.3,-28054.29,-17872.14,-15895.46
1237798.1215,-22081.09,-27983.86,-17784.93,-15821.03
1237798.1255,-22228.96,-28129.87,-17939.67,-15968.75
1237798.1295,-22327.95,-28235.87,-18045.76,-16070.18
1237798.1335,-22360.9,-28266.43,-18083.05,-16098.31
1237798.1375,-22398.52,-28302.58,-18120.53,-16125.35
1237798.1415,-22339.39,-28245.5,-18045.71,-16071.08
1237798.1455,-22308.3,-28209.31,-18010.57,-16048.43
1237798.1495,-22452.83,-28358.89,-18164.83,-16191.63
1237798.1535,-22546.96,-28447.97,-18268.73,-16278.89
1237798.1575,-22257.52,-28158.53,-17980.05,-15986.68
1237798.1615,-22167.49,-28071.88,-17883.59,-15892.08
1237798.1655,-22238.83,-28128.48,-17937.81,-15962.65
1237798.1695,-22242.45,-28119.19,-17906.33,-15972.85
1237798.1735,-22404.29,-28291.9,-18096.07,-16143.51
1237798.1775,-22598.79,-28505.14,-18328.43,-16338.3
1237798.1815,-22508.91,-28410.15,-18217.42,-16239.65
1237798.1855,-22138.22,-28012.57,-17811.54,-15859.42
1237798.1895,-21994.93,-27861.36,-17652.51,-15713.22
1237798.1935,-22172.07,-28025.63,-17828.56,-15886.31
1237798.1975,-22256.95,-28145.41,-17957.88,-15985.44
1237798.2015,-22243.93,-28169.02,-17981.63,-15988.02
1237798.2055,-22263.01,-28169.73,-17989.59,-15999.37
1237798.2095,-22266.82,-28172.11,-17984.25,-16002.23
1237798.2135,-22253.75,-28153.28,-17959.64,-15990.5
1237798.2175,-22274.83,-28171.11,-17976.91,-16005.18
1237798.2215,-22273.92,-28174.83,-17975.9,-16005.28
1237798.2255,-22242.6,-28118.42,-17925.6,-15958.6
1237798.2295,-22292.57,-28161.1,-17964.51,-15996.03
1237798.2335,-22355.37,-28240.16,-18049.43,-16069.84
1237798.2375,-22426.27,-28356.22,-18186.62,-16160.78
1237798.2415,-22314.17,-28244.93,-18066.55,-16046.81
1237798.2455,-22215.42,-28129.53,-17950.97,-15945.67
1237798.2495,-22165.63,-28074.6,-17890.03,-15897.71
1237798.2535,-22168.59,-28064.64,-17879.01,-15898.42
1237798.2575,-22204.64,-28099.64,-17910.67,-15938.71
1237798.2615,-22190.29,-28087.95,-17879.49,-15933.8
1237798.2655,-22170.64,-28041.03,-17811.92,-15919.73
1237798.2695,-22174.31,-28048.23,-17813.06,-15926.7
1237798.2735,-22207.93,-28112.41,-17929.75,-15951.64
1237798.2775,-22195.34,-28103.5,-17922.64,-15943.24
1237798.2815,-22189.48,-28107.12,-17895.51,-15957.55
1237798.2855,-22180.66,-28102.31,-17898.47,-15947.34
1237798.2895,-22200.92,-28148.18,-17960.6,-15966.23
1237798.2935,-22209.84,-28138.74,-17954.07,-15958.64
1237798.2975,-22188.76,-28108.55,-17914.01,-15929.08
1237798.3015,-22206.17,-28131.77,-17921.55,-15945.39
1237798.3055,-22216.08,-28131.87,-17930.13,-15947.2
1237798.3095,-22213.65,-28127.05,-17924.36,-15941.24
1237798.3135,-22207.55,-28111.03,-17912.72,-15928.32
1237798.3175,-22202.54,-28103.45,-17907.24,-15917.83
1237798.3215,-22195.82,-28114.18,-17905.76,-15926.74
1237798.3255,-22177.17,-28087.19,-17880.11,-15913.92
1237798.3295,-22156.53,-28063.92,-17846.44,-15904.38
1237798.3335,-22145.37,-28046.37,-17832.85,-15897.71
1237798.3375,-22140.79,-28044.27,-17829.37,-15902.0
1237798.3415,-22146.8,-28068.97,-17841.39,-15922.45
1237798.3455,-22138.79,-28060.96,-17841.91,-15920.83
1237798.3495,-22142.99,-28068.88,-17849.02,-15924.07
1237798.3535,-22133.93,-28055.0,-17839.15,-15912.73
1237798.3575,-22134.97,-28057.82,-17842.72,-15910.29
1237798.3615,-22142.51,-28076.7,-17850.26,-15917.16
1237798.3655,-22145.94,-28065.3,-17850.21,-15902.85
1237798.3695,-22134.59,-28047.8,-17827.94,-15886.93
1237798.3735,-22126.63,-28033.45,-17820.31,-15868.52
1237798.3775,-22152.62,-28079.94,-17886.16,-15894.13
1237798.3815,-22148.42,-28085.24,-17887.02,-15893.56
1237798.3855,-22151.66,-28063.97,-17873.72,-15886.79
1237798.3895,-22146.18,-28053.67,-17862.37,-15879.78
1237798.3935,-22156.67,-28069.83,-17883.64,-15894.99
1237798.3975,-22135.88,-28049.76,-17861.8,-15881.64
1237798.4015,-22156.43,-28075.98,-17870.48,-15904.0
1237798.4055,-22139.41,-28050.71,-17843.44,-15894.27
1237798.4095,-22122.53,-28029.87,-17811.63,-15882.35
1237798.4135,-22135.93,-28032.26,-17816.55,-15892.79
1237798.4175,-22151.09,-28053.1,-17834.86,-15912.58
1237798.4215,-22165.78,-28090.0,-17862.66,-15941.67
1237798.4255,-22162.73,-28083.14,-17870.05,-15943.2
1237798.4295,-22144.18,-28069.07,-17853.64,-15931.47
1237798.4335,-22135.07,-28062.39,-17852.5,-15917.11
1237798.4375,-22125.77,-28064.02,-17854.55,-15906.91
1237798.4415,-22130.59,-28080.18,-17856.6,-15909.72
1237798.4455,-22130.25,-28063.97,-17852.69,-15895.18
1237798.4495,-22126.3,-28058.2,-17847.83,-15883.35
1237798.4535,-22129.82,-28053.72,-17847.59,-15870.38
1237798.4575,-22146.13,-28066.5,-17864.9,-15874.39
1237798.4615,-22146.99,-28073.46,-17858.75,-15876.68
1237798.4655,-22151.0,-28064.45,-17851.21,-15873.2
1237798.4695,-22157.53,-28072.55,-17857.12,-15877.44
1237798.4735,-22155.0,-28065.02,-17848.06,-15872.96
1237798.4775,-22162.39,-28069.21,-17848.68,-15882.45
1237798.4815,-22164.87,-28086.38,-17849.54,-15891.94
1237798.4855,-22153.71,-28064.54,-17838.0,-15878.3
1237798.4895,-22158.96,-28070.07,-17846.11,-15887.64
1237798.4935,-22158.72,-28067.16,-17846.78,-15887.64
1237798.4975,-22154.38,-28062.73,-17845.06,-15886.83
1237798.5015,-22152.95,-28077.94,-17852.93,-15900.14
1237798.5055,-22142.03,-28059.44,-17851.83,-15888.55
1237798.5095,-22120.14,-28043.04,-17840.05,-15872.58
1237798.5135,-22122.43,-28042.61,-17842.68,-15874.44
1237798.5175,-22146.99,-28069.21,-17864.85,-15906.1
1237798.5215,-22149.28,-28084.95,-17863.56,-15925.22
1237798.5255,-22145.7,-28073.12,-17862.13,-15926.79
1237798.5295,-22159.77,-28085.24,-17875.29,-15939.33
1237798.5335,-22167.54,-28081.94,-17870.95,-15937.52
1237798.5375,-22165.83,-28079.47,-17871.57,-15931.94
1237798.5415,-22160.34,-28087.95,-17871.48,-15931.42
1237798.5455,-22166.54,-28080.51,-17876.87,-15931.42
1237798.5495,-22178.27,-28086.47,-17883.83,-15931.47
1237798.5535,-22188.24,-28087.05,-17886.12,-15927.98
1237798.5575,-22180.8,-28075.51,-17872.81,-15915.59
1237798.5615,-22173.69,-28082.14,-17867.04,-15915.59
1237798.5656,-22169.54,-28071.22,-17867.04,-15909.63
1237798.5696,-22151.71,-28055.39,-17852.74,-15890.17
1237798.5736,-22160.68,-28064.06,-17861.89,-15902.09
1237798.5776,-22162.15,-28062.16,-17864.04,-15894.84
1237798.5816,-22155.86,-28064.68,-17857.03,-15893.08
1237798.5856,-22144.84,-28045.23,-17842.82,-15881.4
1237798.5896,-22137.36,-28037.03,-17835.24,-15868.62
1237798.5936,-22140.74,-28033.26,-17834.05,-15861.13
1237798.5976,-22142.56,-28048.38,-17850.59,-15869.33
1237798.6016,-22136.31,-28052.29,-17843.01,-15867.24
1237798.6056,-22116.33,-28018.38,-17807.63,-15860.61
1237798.6096,-22125.96,-28039.08,-17826.13,-15881.73
1237798.6136,-22129.59,-28042.03,-17837.0,-15882.3
1237798.6176,-22145.32,-28050.52,-17843.11,-15894.13
1237798.6216,-22173.84,-28105.69,-17901.42,-15930.37
1237798.6256,-22161.3,-28090.81,-17899.47,-15925.79
1237798.6296,-22183.23,-28114.04,-17911.25,-15965.94
1237798.6336,-22174.98,-28097.39,-17888.45,-15954.54
1237798.6376,-22167.88,-28089.57,-17882.06,-15945.96
1237798.6416,-22176.03,-28108.41,-17893.41,-15954.59
1237798.6456,-22173.84,-28092.48,-17887.69,-15938.38
1237798.6496,-22168.59,-28087.19,-17880.63,-15926.27
1237798.6536,-22138.12,-28054.19,-17843.63,-15890.31
1237798.6576,-22127.25,-28039.65,-17835.43,-15865.47
1237798.6616,-22131.97,-28049.14,-17838.48,-15857.32
1237798.6656,-22152.0,-28069.31,-17859.56,-15891.89
1237798.6696,-22148.66,-28069.07,-17854.31,-15887.02
1237798.6736,-22131.97,-28046.66,-17831.76,-15859.94
1237798.6776,-22133.64,-28044.99,-17835.09,-15854.31
1237798.6816,-22105.55,-28012.8,-17795.28,-15816.4
1237798.6856,-22098.64,-28008.27,-17792.04,-15835.57
1237798.6896,-22161.2,-28089.1,-17872.62,-15923.69
1237798.6936,-22163.44,-28093.29,-17885.31,-15915.87
1237798.6976,-22148.66,-28067.21,-17861.65,-15887.93
1237798.7016,-22136.6,-28053.57,-17828.42,-15878.73
1237798.7056,-22162.96,-28085.76,-17884.97,-15903.76
1237798.7096,-22178.99,-28125.53,-17938.33,-15927.41
1237798.7136,-22181.85,-28113.99,-17927.7,-15914.16
1237798.7176,-22154.0,-28080.13,-17888.41,-15885.88
1237798.7216,-22163.92,-28092.91,-17888.64,-15898.42
1237798.7256,-22172.84,-28079.8,-17884.07,-15891.03
1237798.7296,-22137.07,-28041.65,-17841.1,-15850.12
1237798.7336,-22170.83,-28080.18,-17876.15,-15890.22
1237798.7376,-22186.52,-28099.02,-17893.98,-15916.49
1237798.7416,-22163.01,-28088.62,-17871.38,-15911.96
1237798.7456,-22149.76,-28058.58,-17854.31,-15888.79
1237798.7496,-22172.07,-28081.94,-17876.72,-15903.62
1237798.7536,-22188.57,-28102.02,-17894.79,-15915.11
1237798.7576,-22178.84,-28093.15,-17887.21,-15905.14
1237798.7616,-22177.51,-28103.88,-17891.6,-15909.39
1237798.7656,-22159.39,-28078.89,-17876.77,-15892.41
1237798.7696,-22141.41,-28059.92,-17856.55,-15868.24
1237798.7736,-22140.7,-28057.82,-17852.83,-15857.41
1237798.7776,-22152.81,-28071.26,-17861.94,-15877.82
1237798.7816,-22140.98,-28073.89,-17849.26,-15895.42
1237798.7856,-22155.14,-28073.98,-17861.65,-15906.91
1237798.7896,-22174.6,-28098.16,-17886.45,-15925.89
1237798.7936,-22189.52,-28107.12,-17893.41,-15930.85
1237798.7976,-22198.2,-28108.41,-17898.23,-15927.75
1237798.8016,-22199.06,-28114.42,-17903.09,-15926.89
1237798.8056,-22201.02,-28105.6,-17908.53,-15922.6
1237798.8096,-22167.78,-28080.09,-17877.77,-15903.86
1237798.8136,-22168.93,-28088.1,-17879.68,-15914.44
1237798.8176,-22175.12,-28091.53,-17884.78,-15923.22
1237798.8216,-22172.88,-28093.82,-17885.11,-15922.45
1237798.8256,-22193.05,-28099.35,-17901.38,-15936.42
1237798.8296,-22194.39,-28103.69,-17900.37,-15931.66
1237798.8336,-22194.25,-28104.17,-17898.23,-15919.78
1237798.8376,-22186.33,-28094.01,-17889.07,-15913.39
1237798.8416,-22185.14,-28097.44,-17886.93,-15914.06
1237798.8456,-22186.66,-28077.89,-17882.02,-15895.51
1237798.8496,-22193.48,-28087.09,-17884.21,-15898.04
1237798.8536,-22186.33,-28095.58,-17878.82,-15895.27
1237798.8576,-22216.8,-28135.16,-17915.78,-15940.24
1237798.8616,-22211.08,-28127.53,-17913.68,-15943.0
1237798.8656,-22175.89,-28072.93,-17881.35,-15888.12
1237798.8696,-22185.71,-28085.43,-17886.35,-15886.59
1237798.8736,-22218.56,-28130.68,-17911.1,-15926.46
1237798.8776,-22200.97,-28119.85,-17896.03,-15920.45
1237798.8816,-22208.12,-28126.2,-17906.0,-15941.72
1237798.8856,-22215.89,-28118.66,-17913.53,-15954.21
1237798.8896,-22214.99,-28125.15,-17909.34,-15948.39
1237798.8936,-22207.07,-28127.77,-17893.17,-15945.63
1237798.8976,-22210.7,-28130.58,-17895.84,-15949.78
1237798.9016,-22230.77,-28143.98,-17922.36,-15969.42
1237798.9056,-22224.38,-28127.01,-17929.75,-15956.4
1237798.9096,-22231.68,-28144.17,-17939.81,-15968.04
1237798.9136,-22220.33,-28145.75,-17920.31,-15966.85
1237798.9176,-22216.18,-28139.88,-17921.16,-15958.31
1237798.9216,-22215.04,-28135.21,-17934.28,-15952.83
1237798.9256,-22197.06,-28101.69,-17918.92,-15928.94
1237798.9296,-22200.16,-28117.99,-17918.68,-15948.01
1237798.9336,-22200.3,-28131.87,-17918.02,-15954.31
1237798.9376,-22188.0,-28117.14,-17907.24,-15940.48
1237798.9416,-22200.06,-28123.38,-17915.06,-15957.88
1237798.9456,-22204.45,-28109.36,-17915.16,-15949.11
1237798.9496,-22201.59,-28109.6,-17908.91,-15934.76
1237798.9536,-22216.61,-28137.26,-17918.21,-15955.64
1237798.9576,-22234.87,-28157.38,-17934.23,-15985.92
1237798.9616,-22239.45,-28154.66,-17939.24,-15987.49
1237798.9656,-22240.74,-28140.88,-17941.05,-15981.01
1237798.9696,-22234.63,-28144.41,-17933.7,-15979.15
1237798.9736,-22227.1,-28149.8,-17926.17,-15975.43
1237798.9776,-22199.92,-28121.86,-17901.14,-15945.67
1237798.9816,-22189.72,-28106.98,-17892.08,-15935.95
1237798.9856,-22187.14,-28086.47,-17891.12,-15918.69
1237798.9896,-22200.11,-28111.41,-17909.29,-15937.28
1237798.9936,-22209.07,-28134.11,-17914.15,-15954.78
1237798.9976,-22215.99,-28139.74,-17916.78,-15961.94
1237799.0016,-22201.64,-28121.19,-17904.14,-15945.29
1237799.0056,-22199.01,-28105.55,-17902.42,-15943.0
1237799.0096,-22197.49,-28112.27,-17899.04,-15946.44
1237799.0136,-22208.74,-28134.64,-17907.43,-15955.74
1237799.0176,-22223.05,-28144.74,-17918.54,-15958.5
1237799.0216,-22214.27,-28130.49,-17912.39,-15946.68
1237799.0256,-22217.32,-28118.95,-17915.25,-15949.35
1237799.0296,-22235.11,-28147.32,-17934.61,-15976.76
1237799.0336,-22230.63,-28154.14,-17929.08,-15967.99
1237799.0376,-22233.54,-28157.0,-17933.7,-15970.14
1237799.0416,-22232.3,-28152.18,-17934.28,-15977.91
1237799.0456,-22204.21,-28111.94,-17912.34,-15951.11
1237799.0496,-22201.16,-28119.0,-17912.72,-15952.68
1237799.0536,-22195.39,-28129.39,-17904.57,-15957.17
1237799.0576,-22188.81,-28123.95,-17899.94,-15953.4
1237799.0616,-22209.27,-28134.64,-17922.4,-15968.42
1237799.0656,-22211.03,-28118.9,-17926.41,-15958.31
1237799.0696,-22212.84,-28130.87,-17928.94,-15961.27
1237799.0736,-22219.76,-28153.52,-17931.75,-15968.18
1237799.0776,-22221.52,-28150.37,-17930.61,-15959.12
1237799.0816,-22222.86,-28140.6,-17930.94,-15952.06
1237799.0856,-22235.83,-28133.25,-17938.81,-15952.21
1237799.0896,-22241.31,-28144.17,-17936.33,-15958.36
1237799.0936,-22245.22,-28164.34,-17936.18,-15971.9
1237799.0976,-22239.88,-28159.62,-17931.27,-15965.03
1237799.1016,-22237.45,-28149.13,-17932.51,-15961.98
1237799.1056,-22230.25,-28125.58,-17931.37,-15951.97
1237799.1096,-22228.67,-28138.35,-17938.47,-15962.84
1237799.1136,-22215.51,-28146.46,-17929.6,-15963.22
1237799.1176,-22196.87,-28130.68,-17915.54,-15946.2
1237799.1216,-22208.69,-28136.3,-17933.94,-15958.31
1237799.1256,-22200.16,-28115.61,-17929.84,-15950.63
1237799.1296,-22198.35,-28124.67,-17932.13,-15950.25
1237799.1336,-22209.6,-28150.37,-17938.81,-15970.95
1237799.1376,-22205.93,-28145.08,-17932.8,-15965.08
1237799.1416,-22193.39,-28120.23,-17917.83,-15943.24
1237799.1456,-22201.21,-28103.64,-17921.35,-15934.95
1237799.1496,-22194.25,-28104.12,-17907.1,-15929.27
1237799.1536,-22212.56,-28135.83,-17914.96,-15951.11
1237799.1576,-22235.01,-28153.33,-17929.7,-15964.56
1237799.1616,-22238.69,-28145.6,-17932.56,-15964.7
1237799.1656,-22231.01,-28120.76,-17925.84,-15947.34
1237799.1696,-22227.48,-28127.24,-17923.31,-15945.2
1237799.1736,-22239.5,-28157.48,-17935.37,-15963.6
1237799.1776,-22223.33,-28141.26,-17919.4,-15948.97
1237799.1816,-22223.0,-28132.92,-17921.74,-15952.16
1237799.1856,-22222.0,-28117.66,-17926.27,-15952.16
1237799.1896,-22199.39,-28108.27,-17907.96,-15938.62
1237799.1936,-22219.61,-28146.7,-17927.98,-15965.99
1237799.1976,-22210.17,-28138.74,-17918.06,-15956.5
1237799.2016,-22184.57,-28104.83,-17895.03,-15932.61
1237799.2056,-22180.89,-28083.8,-17896.32,-15917.4
1237799.2096,-22202.69,-28114.42,-17921.88,-15933.32
1237799.2136,-22226.05,-28163.01,-17942.48,-15979.34
1237799.2176,-22243.12,-28186.8,-17959.64,-16010.1
1237799.2216,-22242.41,-28177.36,-17962.89,-16004.14
1237799.2256,-22236.54,-28149.56,-17956.55,-15984.35
1237799.2296,-22234.25,-28158.62,-17955.54,-15989.73
